sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100071167;SN: 2100071167;SN: 2130002605;SN: 2130002605
;SB 4000TL-20;SB 4000TL-20;SB 4000TL-21;SB 4000TL-21
;2100071167;2100071167;2130002605;2130002605
;Gesamtertrag;Leistung;Gesamtertrag;Leistung
;Counter;Analog;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW;kWh;kW
25.03.2012 00:00;9105,577;0,000;260,483;0,000
25.03.2012 00:05;9105,577;0,000;260,483;0,000
25.03.2012 00:10;9105,577;0,000;260,483;0,000
25.03.2012 00:15;9105,577;0,000;260,483;0,000
25.03.2012 00:20;9105,577;0,000;260,483;0,000
25.03.2012 00:25;9105,577;0,000;260,483;0,000
25.03.2012 00:30;9105,577;0,000;260,483;0,000
25.03.2012 00:35;9105,577;0,000;260,483;0,000
25.03.2012 00:40;9105,577;0,000;260,483;0,000
25.03.2012 00:45;9105,577;0,000;260,483;0,000
25.03.2012 00:50;9105,577;0,000;260,483;0,000
25.03.2012 00:55;9105,577;0,000;260,483;0,000
25.03.2012 01:00;9105,577;0,000;260,483;0,000
25.03.2012 01:05;9105,577;0,000;260,483;0,000
25.03.2012 01:10;9105,577;0,000;260,483;0,000
25.03.2012 01:15;9105,577;0,000;260,483;0,000
25.03.2012 01:20;9105,577;0,000;260,483;0,000
25.03.2012 01:25;9105,577;0,000;260,483;0,000
25.03.2012 01:30;9105,577;0,000;260,483;0,000
25.03.2012 01:35;9105,577;0,000;260,483;0,000
25.03.2012 01:40;9105,577;0,000;260,483;0,000
25.03.2012 01:45;9105,577;0,000;260,483;0,000
25.03.2012 01:50;9105,577;0,000;260,483;0,000
25.03.2012 01:55;9105,577;0,000;260,483;0,000
25.03.2012 02:00;9105,577;0,000;260,483;0,000
25.03.2012 02:05;9105,577;0,000;260,483;0,000
25.03.2012 02:10;9105,577;0,000;260,483;0,000
25.03.2012 02:15;9105,577;0,000;260,483;0,000
25.03.2012 02:20;9105,577;0,000;260,483;0,000
25.03.2012 02:25;9105,577;0,000;260,483;0,000
25.03.2012 02:30;9105,577;0,000;260,483;0,000
25.03.2012 02:35;9105,577;0,000;260,483;0,000
25.03.2012 02:40;9105,577;0,000;260,483;0,000
25.03.2012 02:45;9105,577;0,000;260,483;0,000
25.03.2012 02:50;9105,577;0,000;260,483;0,000
25.03.2012 02:55;9105,577;0,000;260,483;0,000
25.03.2012 03:00;9105,577;0,000;260,483;0,000
25.03.2012 03:05;9105,577;0,000;260,483;0,000
25.03.2012 03:10;9105,577;0,000;260,483;0,000
25.03.2012 03:15;9105,577;0,000;260,483;0,000
25.03.2012 03:20;9105,577;0,000;260,483;0,000
25.03.2012 03:25;9105,577;0,000;260,483;0,000
25.03.2012 03:30;9105,577;0,000;260,483;0,000
25.03.2012 03:35;9105,577;0,000;260,483;0,000
25.03.2012 03:40;9105,577;0,000;260,483;0,000
25.03.2012 03:45;9105,577;0,000;260,483;0,000
25.03.2012 03:50;9105,577;0,000;260,483;0,000
25.03.2012 03:55;9105,577;0,000;260,483;0,000
25.03.2012 04:00;9105,577;0,000;260,483;0,000
25.03.2012 04:05;9105,577;0,000;260,483;0,000
25.03.2012 04:10;9105,577;0,000;260,483;0,000
25.03.2012 04:15;9105,577;0,000;260,483;0,000
25.03.2012 04:20;9105,577;0,000;260,483;0,000
25.03.2012 04:25;9105,577;0,000;260,483;0,000
25.03.2012 04:30;9105,577;0,000;260,483;0,000
25.03.2012 04:35;9105,577;0,000;260,483;0,000
25.03.2012 04:40;9105,577;0,000;260,483;0,000
25.03.2012 04:45;9105,577;0,000;260,483;0,000
25.03.2012 04:50;9105,577;0,000;260,483;0,000
25.03.2012 04:55;9105,577;0,000;260,483;0,000
25.03.2012 05:00;9105,577;0,000;260,483;0,000
25.03.2012 05:05;9105,577;0,000;260,483;0,000
25.03.2012 05:10;9105,577;0,000;260,483;0,000
25.03.2012 05:15;9105,577;0,000;260,483;0,000
25.03.2012 05:20;9105,577;0,000;260,483;0,000
25.03.2012 05:25;9105,577;0,000;260,483;0,000
25.03.2012 05:30;9105,577;0,000;260,483;0,000
25.03.2012 05:35;9105,577;0,000;260,483;0,000
25.03.2012 05:40;9105,577;0,000;260,483;0,000
25.03.2012 05:45;9105,577;0,000;260,483;0,000
25.03.2012 05:50;9105,577;0,000;260,483;0,000
25.03.2012 05:55;9105,577;0,000;260,483;0,000
25.03.2012 06:00;9105,577;0,000;260,483;0,000
25.03.2012 06:05;9105,577;0,000;260,483;0,000
25.03.2012 06:10;9105,577;0,000;260,483;0,000
25.03.2012 06:15;9105,577;0,000;260,483;0,000
25.03.2012 06:20;9105,577;0,000;260,483;0,000
25.03.2012 06:25;9105,577;0,000;260,483;0,000
25.03.2012 06:30;9105,577;0,000;260,483;0,000
25.03.2012 06:35;9105,577;0,000;260,483;0,000
25.03.2012 06:40;9105,577;0,000;260,483;0,000
25.03.2012 06:45;9105,577;0,000;260,483;0,000
25.03.2012 06:50;9105,577;0,000;260,483;0,000
25.03.2012 06:55;9105,577;0,000;260,483;0,000
25.03.2012 07:00;9105,577;0,000;260,483;0,000
25.03.2012 07:05;9105,577;0,000;260,483;0,000
25.03.2012 07:10;9105,577;0,000;260,483;0,000
25.03.2012 07:15;9105,577;0,000;260,483;0,000
25.03.2012 07:20;9105,577;0,000;260,483;0,000
25.03.2012 07:25;9105,577;0,000;260,483;0,000
25.03.2012 07:30;9105,577;0,000;260,484;0,012
25.03.2012 07:35;9105,579;0,024;260,487;0,036
25.03.2012 07:40;9105,583;0,048;260,491;0,048
25.03.2012 07:45;9105,588;0,060;260,498;0,084
25.03.2012 07:50;9105,595;0,084;260,505;0,084
25.03.2012 07:55;9105,604;0,108;260,515;0,120
25.03.2012 08:00;9105,615;0,132;260,528;0,156
25.03.2012 08:05;9105,629;0,168;260,542;0,168
25.03.2012 08:10;9105,644;0,180;260,559;0,204
25.03.2012 08:15;9105,661;0,204;260,577;0,216
25.03.2012 08:20;9105,681;0,240;260,597;0,240
25.03.2012 08:25;9105,702;0,252;260,619;0,264
25.03.2012 08:30;9105,726;0,288;260,644;0,300
25.03.2012 08:35;9105,753;0,324;260,671;0,324
25.03.2012 08:40;9105,784;0,372;260,699;0,336
25.03.2012 08:45;9105,821;0,444;260,728;0,348
25.03.2012 08:50;9105,864;0,516;260,758;0,360
25.03.2012 08:55;9105,911;0,564;260,790;0,384
25.03.2012 09:00;9105,959;0,576;260,823;0,396
25.03.2012 09:05;9106,010;0,612;260,858;0,420
25.03.2012 09:10;9106,073;0,756;260,893;0,420
25.03.2012 09:15;9106,141;0,816;260,928;0,420
25.03.2012 09:20;9106,213;0,864;260,963;0,420
25.03.2012 09:25;9106,287;0,888;260,998;0,420
25.03.2012 09:30;9106,362;0,900;261,035;0,444
25.03.2012 09:35;9106,441;0,948;261,075;0,480
25.03.2012 09:40;9106,519;0,936;261,116;0,492
25.03.2012 09:45;9106,597;0,936;261,160;0,528
25.03.2012 09:50;9106,679;0,984;261,205;0,540
25.03.2012 09:55;9106,765;1,032;261,251;0,552
25.03.2012 10:00;9106,853;1,056;261,301;0,600
25.03.2012 10:05;9106,944;1,092;261,358;0,684
25.03.2012 10:10;9107,038;1,128;261,420;0,744
25.03.2012 10:15;9107,132;1,128;261,484;0,768
25.03.2012 10:20;9107,229;1,164;261,549;0,780
25.03.2012 10:25;9107,330;1,212;261,615;0,792
25.03.2012 10:30;9107,433;1,236;261,683;0,816
25.03.2012 10:35;9107,536;1,236;261,753;0,840
25.03.2012 10:40;9107,640;1,248;261,824;0,852
25.03.2012 10:45;9107,747;1,284;261,900;0,912
25.03.2012 10:50;9107,849;1,224;261,978;0,936
25.03.2012 10:55;9107,947;1,176;262,058;0,960
25.03.2012 11:00;9108,044;1,164;262,140;0,984
25.03.2012 11:05;9108,146;1,224;262,223;0,996
25.03.2012 11:10;9108,250;1,248;262,307;1,008
25.03.2012 11:15;9108,356;1,272;262,393;1,032
25.03.2012 11:20;9108,462;1,272;262,481;1,056
25.03.2012 11:25;9108,559;1,164;262,569;1,056
25.03.2012 11:30;9108,635;0,912;262,657;1,056
25.03.2012 11:35;9108,709;0,888;262,748;1,092
25.03.2012 11:40;9108,768;0,708;262,839;1,092
25.03.2012 11:45;9108,836;0,816;262,929;1,080
25.03.2012 11:50;9108,900;0,768;263,021;1,104
25.03.2012 11:55;9108,962;0,744;263,113;1,104
25.03.2012 12:00;9109,019;0,684;263,205;1,104
25.03.2012 12:05;9109,076;0,684;263,298;1,116
25.03.2012 12:10;9109,134;0,696;263,391;1,116
25.03.2012 12:15;9109,193;0,708;263,485;1,128
25.03.2012 12:20;9109,253;0,720;263,578;1,116
25.03.2012 12:25;9109,312;0,708;263,672;1,128
25.03.2012 12:30;9109,372;0,720;263,766;1,128
25.03.2012 12:35;9109,433;0,732;263,860;1,128
25.03.2012 12:40;9109,512;0,948;263,955;1,140
25.03.2012 12:45;9109,616;1,248;264,049;1,128
25.03.2012 12:50;9109,734;1,416;264,143;1,128
25.03.2012 12:55;9109,875;1,692;264,237;1,128
25.03.2012 13:00;9110,026;1,812;264,330;1,116
25.03.2012 13:05;9110,198;2,064;264,423;1,116
25.03.2012 13:10;9110,387;2,268;264,517;1,128
25.03.2012 13:15;9110,600;2,556;264,610;1,116
25.03.2012 13:20;9110,822;2,664;264,703;1,116
25.03.2012 13:25;9111,045;2,676;264,794;1,092
25.03.2012 13:30;9111,267;2,664;264,885;1,092
25.03.2012 13:35;9111,503;2,832;264,977;1,104
25.03.2012 13:40;9111,762;3,108;265,067;1,080
