sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100071167;SN: 2100071167;SN: 2130002605;SN: 2130002605
;SB 4000TL-20;SB 4000TL-20;SB 4000TL-21;SB 4000TL-21
;2100071167;2100071167;2130002605;2130002605
;Gesamtertrag;Leistung;Gesamtertrag;Leistung
;Counter;Analog;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW;kWh;kW
19.02.2012 00:00;8739,217;0,000;107,118;0,000
19.02.2012 00:05;8739,217;0,000;107,118;0,000
19.02.2012 00:10;8739,217;0,000;107,118;0,000
19.02.2012 00:15;8739,217;0,000;107,118;0,000
19.02.2012 00:20;8739,217;0,000;107,118;0,000
19.02.2012 00:25;8739,217;0,000;107,118;0,000
19.02.2012 00:30;8739,217;0,000;107,118;0,000
19.02.2012 00:35;8739,217;0,000;107,118;0,000
19.02.2012 00:40;8739,217;0,000;107,118;0,000
19.02.2012 00:45;8739,217;0,000;107,118;0,000
19.02.2012 00:50;8739,217;0,000;107,118;0,000
19.02.2012 00:55;8739,217;0,000;107,118;0,000
19.02.2012 01:00;8739,217;0,000;107,118;0,000
19.02.2012 01:05;8739,217;0,000;107,118;0,000
19.02.2012 01:10;8739,217;0,000;107,118;0,000
19.02.2012 01:15;8739,217;0,000;107,118;0,000
19.02.2012 01:20;8739,217;0,000;107,118;0,000
19.02.2012 01:25;8739,217;0,000;107,118;0,000
19.02.2012 01:30;8739,217;0,000;107,118;0,000
19.02.2012 01:35;8739,217;0,000;107,118;0,000
19.02.2012 01:40;8739,217;0,000;107,118;0,000
19.02.2012 01:45;8739,217;0,000;107,118;0,000
19.02.2012 01:50;8739,217;0,000;107,118;0,000
19.02.2012 01:55;8739,217;0,000;107,118;0,000
19.02.2012 02:00;8739,217;0,000;107,118;0,000
19.02.2012 02:05;8739,217;0,000;107,118;0,000
19.02.2012 02:10;8739,217;0,000;107,118;0,000
19.02.2012 02:15;8739,217;0,000;107,118;0,000
19.02.2012 02:20;8739,217;0,000;107,118;0,000
19.02.2012 02:25;8739,217;0,000;107,118;0,000
19.02.2012 02:30;8739,217;0,000;107,118;0,000
19.02.2012 02:35;8739,217;0,000;107,118;0,000
19.02.2012 02:40;8739,217;0,000;107,118;0,000
19.02.2012 02:45;8739,217;0,000;107,118;0,000
19.02.2012 02:50;8739,217;0,000;107,118;0,000
19.02.2012 02:55;8739,217;0,000;107,118;0,000
19.02.2012 03:00;8739,217;0,000;107,118;0,000
19.02.2012 03:05;8739,217;0,000;107,118;0,000
19.02.2012 03:10;8739,217;0,000;107,118;0,000
19.02.2012 03:15;8739,217;0,000;107,118;0,000
19.02.2012 03:20;8739,217;0,000;107,118;0,000
19.02.2012 03:25;8739,217;0,000;107,118;0,000
19.02.2012 03:30;8739,217;0,000;107,118;0,000
19.02.2012 03:35;8739,217;0,000;107,118;0,000
19.02.2012 03:40;8739,217;0,000;107,118;0,000
19.02.2012 03:45;8739,217;0,000;107,118;0,000
19.02.2012 03:50;8739,217;0,000;107,118;0,000
19.02.2012 03:55;8739,217;0,000;107,118;0,000
19.02.2012 04:00;8739,217;0,000;107,118;0,000
19.02.2012 04:05;8739,217;0,000;107,118;0,000
19.02.2012 04:10;8739,217;0,000;107,118;0,000
19.02.2012 04:15;8739,217;0,000;107,118;0,000
19.02.2012 04:20;8739,217;0,000;107,118;0,000
19.02.2012 04:25;8739,217;0,000;107,118;0,000
19.02.2012 04:30;8739,217;0,000;107,118;0,000
19.02.2012 04:35;8739,217;0,000;107,118;0,000
19.02.2012 04:40;8739,217;0,000;107,118;0,000
19.02.2012 04:45;8739,217;0,000;107,118;0,000
19.02.2012 04:50;8739,217;0,000;107,118;0,000
19.02.2012 04:55;8739,217;0,000;107,118;0,000
19.02.2012 05:00;8739,217;0,000;107,118;0,000
19.02.2012 05:05;8739,217;0,000;107,118;0,000
19.02.2012 05:10;8739,217;0,000;107,118;0,000
19.02.2012 05:15;8739,217;0,000;107,118;0,000
19.02.2012 05:20;8739,217;0,000;107,118;0,000
19.02.2012 05:25;8739,217;0,000;107,118;0,000
19.02.2012 05:30;8739,217;0,000;107,118;0,000
19.02.2012 05:35;8739,217;0,000;107,118;0,000
19.02.2012 05:40;8739,217;0,000;107,118;0,000
19.02.2012 05:45;8739,217;0,000;107,118;0,000
19.02.2012 05:50;8739,217;0,000;107,118;0,000
19.02.2012 05:55;8739,217;0,000;107,118;0,000
19.02.2012 06:00;8739,217;0,000;107,118;0,000
19.02.2012 06:05;8739,217;0,000;107,118;0,000
19.02.2012 06:10;8739,217;0,000;107,118;0,000
19.02.2012 06:15;8739,217;0,000;107,118;0,000
19.02.2012 06:20;8739,217;0,000;107,118;0,000
19.02.2012 06:25;8739,217;0,000;107,118;0,000
19.02.2012 06:30;8739,217;0,000;107,118;0,000
19.02.2012 06:35;8739,217;0,000;107,118;0,000
19.02.2012 06:40;8739,217;0,000;107,118;0,000
19.02.2012 06:45;8739,217;0,000;107,118;0,000
19.02.2012 06:50;8739,217;0,000;107,118;0,000
19.02.2012 06:55;8739,217;0,000;107,118;0,000
19.02.2012 07:00;8739,217;0,000;107,118;0,000
19.02.2012 07:05;8739,217;0,000;107,118;0,000
19.02.2012 07:10;8739,217;0,000;107,118;0,000
19.02.2012 07:15;8739,217;0,000;107,118;0,000
19.02.2012 07:20;8739,217;0,000;107,118;0,000
19.02.2012 07:25;8739,217;0,000;107,118;0,000
19.02.2012 07:30;8739,217;0,000;107,118;0,000
19.02.2012 07:35;8739,217;0,000;107,118;0,000
19.02.2012 07:40;8739,217;0,000;107,118;0,000
19.02.2012 07:45;8739,217;0,000;107,118;0,000
19.02.2012 07:50;8739,217;0,000;107,118;0,000
19.02.2012 07:55;8739,217;0,000;107,118;0,000
19.02.2012 08:00;8739,217;0,000;107,118;0,000
19.02.2012 08:05;8739,217;0,000;107,118;0,000
19.02.2012 08:10;8739,217;0,000;107,118;0,000
19.02.2012 08:15;8739,217;0,000;107,118;0,000
19.02.2012 08:20;8739,217;0,000;107,118;0,000
19.02.2012 08:25;8739,217;0,000;107,118;0,000
19.02.2012 08:30;8739,217;0,000;107,118;0,000
19.02.2012 08:35;8739,217;0,000;107,118;0,000
19.02.2012 08:40;8739,217;0,000;107,118;0,000
19.02.2012 08:45;8739,217;0,000;107,118;0,000
19.02.2012 08:50;8739,217;0,000;107,118;0,000
19.02.2012 08:55;8739,217;0,000;107,118;0,000
19.02.2012 09:00;8739,217;0,000;107,118;0,000
19.02.2012 09:05;8739,218;0,012;107,119;0,012
19.02.2012 09:10;8739,221;0,036;107,122;0,036
19.02.2012 09:15;8739,225;0,048;107,125;0,036
19.02.2012 09:20;8739,230;0,060;107,130;0,060
19.02.2012 09:25;8739,236;0,072;107,138;0,096
19.02.2012 09:30;8739,244;0,096;107,149;0,132
19.02.2012 09:35;8739,257;0,156;107,162;0,156
19.02.2012 09:40;8739,271;0,168;107,174;0,144
19.02.2012 09:45;8739,285;0,168;107,194;0,240
19.02.2012 09:50;8739,306;0,252;107,219;0,300
19.02.2012 09:55;8739,334;0,336;107,244;0,300
19.02.2012 10:00;8739,362;0,336;107,275;0,372
19.02.2012 10:05;8739,396;0,408;107,304;0,348
19.02.2012 10:10;8739,429;0,396;107,329;0,300
19.02.2012 10:15;8739,458;0,348;107,353;0,288
19.02.2012 10:20;8739,487;0,348;107,380;0,324
19.02.2012 10:25;8739,520;0,396;107,405;0,300
19.02.2012 10:30;8739,549;0,348;107,429;0,288
19.02.2012 10:35;8739,577;0,336;107,453;0,288
19.02.2012 10:40;8739,606;0,348;107,483;0,360
19.02.2012 10:45;8739,641;0,420;107,517;0,408
19.02.2012 10:50;8739,682;0,492;107,555;0,456
19.02.2012 10:55;8739,727;0,540;107,591;0,432
19.02.2012 11:00;8739,768;0,492;107,623;0,384
19.02.2012 11:05;8739,806;0,456;107,652;0,348
19.02.2012 11:10;8739,839;0,396;107,683;0,372
19.02.2012 11:15;8739,874;0,420;107,710;0,324
19.02.2012 11:20;8739,906;0,384;107,736;0,312
19.02.2012 11:25;8739,937;0,372;107,761;0,300
19.02.2012 11:30;8739,966;0,348;107,788;0,324
19.02.2012 11:35;8739,997;0,372;107,821;0,396
19.02.2012 11:40;8740,034;0,444;107,855;0,408
19.02.2012 11:45;8740,072;0,456;107,887;0,384
19.02.2012 11:50;8740,108;0,432;107,916;0,348
19.02.2012 11:55;8740,140;0,384;107,949;0,396
19.02.2012 12:00;8740,177;0,444;107,983;0,408
19.02.2012 12:05;8740,216;0,468;108,012;0,348
19.02.2012 12:10;8740,249;0,396;108,040;0,336
19.02.2012 12:15;8740,282;0,396;108,070;0,360
19.02.2012 12:20;8740,316;0,408;108,100;0,360
19.02.2012 12:25;8740,351;0,420;108,138;0,456
19.02.2012 12:30;8740,395;0,528;108,179;0,492
19.02.2012 12:35;8740,441;0,552;108,223;0,528
19.02.2012 12:40;8740,491;0,600;108,269;0,552
19.02.2012 12:45;8740,544;0,636;108,312;0,516
19.02.2012 12:50;8740,595;0,612;108,342;0,360
19.02.2012 12:55;8740,636;0,492;108,350;0,096
19.02.2012 13:00;8740,649;0,156;108,356;0,072
19.02.2012 13:05;8740,656;0,084;108,369;0,156
19.02.2012 13:10;8740,672;0,192;108,381;0,144
19.02.2012 13:15;8740,687;0,180;108,396;0,180
19.02.2012 13:20;8740,705;0,216;108,414;0,216
19.02.2012 13:25;8740,727;0,264;108,431;0,204
19.02.2012 13:30;8740,749;0,264;108,449;0,216
19.02.2012 13:35;8740,771;0,264;108,475;0,312
19.02.2012 13:40;8740,805;0,408;108,512;0,444
