sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100071167;SN: 2100071167;SN: 2130002605;SN: 2130002605
;SB 4000TL-20;SB 4000TL-20;SB 4000TL-21;SB 4000TL-21
;2100071167;2100071167;2130002605;2130002605
;Gesamtertrag;Leistung;Gesamtertrag;Leistung
;Counter;Analog;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW;kWh;kW
28.02.2012 00:00;8807,292;0,000;134,779;0,000
28.02.2012 00:05;8807,292;0,000;134,779;0,000
28.02.2012 00:10;8807,292;0,000;134,779;0,000
28.02.2012 00:15;8807,292;0,000;134,779;0,000
28.02.2012 00:20;8807,292;0,000;134,779;0,000
28.02.2012 00:25;8807,292;0,000;134,779;0,000
28.02.2012 00:30;8807,292;0,000;134,779;0,000
28.02.2012 00:35;8807,292;0,000;134,779;0,000
28.02.2012 00:40;8807,292;0,000;134,779;0,000
28.02.2012 00:45;8807,292;0,000;134,779;0,000
28.02.2012 00:50;8807,292;0,000;134,779;0,000
28.02.2012 00:55;8807,292;0,000;134,779;0,000
28.02.2012 01:00;8807,292;0,000;134,779;0,000
28.02.2012 01:05;8807,292;0,000;134,779;0,000
28.02.2012 01:10;8807,292;0,000;134,779;0,000
28.02.2012 01:15;8807,292;0,000;134,779;0,000
28.02.2012 01:20;8807,292;0,000;134,779;0,000
28.02.2012 01:25;8807,292;0,000;134,779;0,000
28.02.2012 01:30;8807,292;0,000;134,779;0,000
28.02.2012 01:35;8807,292;0,000;134,779;0,000
28.02.2012 01:40;8807,292;0,000;134,779;0,000
28.02.2012 01:45;8807,292;0,000;134,779;0,000
28.02.2012 01:50;8807,292;0,000;134,779;0,000
28.02.2012 01:55;8807,292;0,000;134,779;0,000
28.02.2012 02:00;8807,292;0,000;134,779;0,000
28.02.2012 02:05;8807,292;0,000;134,779;0,000
28.02.2012 02:10;8807,292;0,000;134,779;0,000
28.02.2012 02:15;8807,292;0,000;134,779;0,000
28.02.2012 02:20;8807,292;0,000;134,779;0,000
28.02.2012 02:25;8807,292;0,000;134,779;0,000
28.02.2012 02:30;8807,292;0,000;134,779;0,000
28.02.2012 02:35;8807,292;0,000;134,779;0,000
28.02.2012 02:40;8807,292;0,000;134,779;0,000
28.02.2012 02:45;8807,292;0,000;134,779;0,000
28.02.2012 02:50;8807,292;0,000;134,779;0,000
28.02.2012 02:55;8807,292;0,000;134,779;0,000
28.02.2012 03:00;8807,292;0,000;134,779;0,000
28.02.2012 03:05;8807,292;0,000;134,779;0,000
28.02.2012 03:10;8807,292;0,000;134,779;0,000
28.02.2012 03:15;8807,292;0,000;134,779;0,000
28.02.2012 03:20;8807,292;0,000;134,779;0,000
28.02.2012 03:25;8807,292;0,000;134,779;0,000
28.02.2012 03:30;8807,292;0,000;134,779;0,000
28.02.2012 03:35;8807,292;0,000;134,779;0,000
28.02.2012 03:40;8807,292;0,000;134,779;0,000
28.02.2012 03:45;8807,292;0,000;134,779;0,000
28.02.2012 03:50;8807,292;0,000;134,779;0,000
28.02.2012 03:55;8807,292;0,000;134,779;0,000
28.02.2012 04:00;8807,292;0,000;134,779;0,000
28.02.2012 04:05;8807,292;0,000;134,779;0,000
28.02.2012 04:10;8807,292;0,000;134,779;0,000
28.02.2012 04:15;8807,292;0,000;134,779;0,000
28.02.2012 04:20;8807,292;0,000;134,779;0,000
28.02.2012 04:25;8807,292;0,000;134,779;0,000
28.02.2012 04:30;8807,292;0,000;134,779;0,000
28.02.2012 04:35;8807,292;0,000;134,779;0,000
28.02.2012 04:40;8807,292;0,000;134,779;0,000
28.02.2012 04:45;8807,292;0,000;134,779;0,000
28.02.2012 04:50;8807,292;0,000;134,779;0,000
28.02.2012 04:55;8807,292;0,000;134,779;0,000
28.02.2012 05:00;8807,292;0,000;134,779;0,000
28.02.2012 05:05;8807,292;0,000;134,779;0,000
28.02.2012 05:10;8807,292;0,000;134,779;0,000
28.02.2012 05:15;8807,292;0,000;134,779;0,000
28.02.2012 05:20;8807,292;0,000;134,779;0,000
28.02.2012 05:25;8807,292;0,000;134,779;0,000
28.02.2012 05:30;8807,292;0,000;134,779;0,000
28.02.2012 05:35;8807,292;0,000;134,779;0,000
28.02.2012 05:40;8807,292;0,000;134,779;0,000
28.02.2012 05:45;8807,292;0,000;134,779;0,000
28.02.2012 05:50;8807,292;0,000;134,779;0,000
28.02.2012 05:55;8807,292;0,000;134,779;0,000
28.02.2012 06:00;8807,292;0,000;134,779;0,000
28.02.2012 06:05;8807,292;0,000;134,779;0,000
28.02.2012 06:10;8807,292;0,000;134,779;0,000
28.02.2012 06:15;8807,292;0,000;134,779;0,000
28.02.2012 06:20;8807,292;0,000;134,779;0,000
28.02.2012 06:25;8807,292;0,000;134,779;0,000
28.02.2012 06:30;8807,292;0,000;134,779;0,000
28.02.2012 06:35;8807,292;0,000;134,779;0,000
28.02.2012 06:40;8807,292;0,000;134,779;0,000
28.02.2012 06:45;8807,292;0,000;134,779;0,000
28.02.2012 06:50;8807,292;0,000;134,779;0,000
28.02.2012 06:55;8807,292;0,000;134,779;0,000
28.02.2012 07:00;8807,292;0,000;134,779;0,000
28.02.2012 07:05;8807,292;0,000;134,779;0,000
28.02.2012 07:10;8807,292;0,000;134,779;0,000
28.02.2012 07:15;8807,292;0,000;134,779;0,000
28.02.2012 07:20;8807,292;0,000;134,779;0,000
28.02.2012 07:25;8807,292;0,000;134,779;0,000
28.02.2012 07:30;8807,292;0,000;134,779;0,000
28.02.2012 07:35;8807,292;0,000;134,779;0,000
28.02.2012 07:40;8807,292;0,000;134,779;0,000
28.02.2012 07:45;8807,292;0,000;134,779;0,000
28.02.2012 07:50;8807,292;0,000;134,779;0,000
28.02.2012 07:55;8807,292;0,000;134,779;0,000
28.02.2012 08:00;8807,292;0,000;134,779;0,000
28.02.2012 08:05;8807,292;0,000;134,779;0,000
28.02.2012 08:10;8807,292;0,000;134,779;0,000
28.02.2012 08:15;8807,292;0,000;134,779;0,000
28.02.2012 08:20;8807,292;0,000;134,779;0,000
28.02.2012 08:25;8807,292;0,000;134,779;0,000
28.02.2012 08:30;8807,292;0,000;134,779;0,000
28.02.2012 08:35;8807,292;0,000;134,779;0,000
28.02.2012 08:40;8807,292;0,000;134,779;0,000
28.02.2012 08:45;8807,294;0,024;134,779;0,000
28.02.2012 08:50;8807,296;0,024;134,779;0,000
28.02.2012 08:55;8807,297;0,012;134,779;0,000
28.02.2012 09:00;8807,299;0,024;134,779;0,000
28.02.2012 09:05;8807,301;0,024;134,779;0,000
28.02.2012 09:10;8807,304;0,036;134,781;0,024
28.02.2012 09:15;8807,307;0,036;134,782;0,012
28.02.2012 09:20;8807,310;0,036;134,784;0,024
28.02.2012 09:25;8807,314;0,048;134,787;0,036
28.02.2012 09:30;8807,321;0,084;134,793;0,072
28.02.2012 09:35;8807,332;0,132;134,802;0,108
28.02.2012 09:40;8807,345;0,156;134,813;0,132
28.02.2012 09:45;8807,363;0,216;134,829;0,192
28.02.2012 09:50;8807,385;0,264;134,848;0,228
28.02.2012 09:55;8807,417;0,384;134,877;0,348
28.02.2012 10:00;8807,447;0,360;134,903;0,312
28.02.2012 10:05;8807,473;0,312;134,926;0,276
28.02.2012 10:10;8807,502;0,348;134,952;0,312
28.02.2012 10:15;8807,531;0,348;134,978;0,312
28.02.2012 10:20;8807,563;0,384;135,008;0,360
28.02.2012 10:25;8807,594;0,372;135,037;0,348
28.02.2012 10:30;8807,629;0,420;135,070;0,396
28.02.2012 10:35;8807,666;0,444;135,105;0,420
28.02.2012 10:40;8807,703;0,444;135,140;0,420
28.02.2012 10:45;8807,742;0,468;135,178;0,456
28.02.2012 10:50;8807,784;0,504;135,218;0,480
28.02.2012 10:55;8807,831;0,564;135,264;0,552
28.02.2012 11:00;8807,881;0,600;135,309;0,540
28.02.2012 11:05;8807,930;0,588;135,353;0,528
28.02.2012 11:10;8807,979;0,588;135,398;0,540
28.02.2012 11:15;8808,031;0,624;135,445;0,564
28.02.2012 11:20;8808,081;0,600;135,489;0,528
28.02.2012 11:25;8808,130;0,588;135,533;0,528
28.02.2012 11:30;8808,179;0,588;135,578;0,540
28.02.2012 11:35;8808,228;0,588;135,623;0,540
28.02.2012 11:40;8808,276;0,576;135,667;0,528
28.02.2012 11:45;8808,327;0,612;135,716;0,588
28.02.2012 11:50;8808,385;0,696;135,771;0,660
28.02.2012 11:55;8808,440;0,660;135,819;0,576
28.02.2012 12:00;8808,494;0,648;135,870;0,612
28.02.2012 12:05;8808,551;0,684;135,924;0,648
28.02.2012 12:10;8808,614;0,756;135,981;0,684
28.02.2012 12:15;8808,672;0,696;136,031;0,600
28.02.2012 12:20;8808,733;0,732;136,085;0,648
28.02.2012 12:25;8808,792;0,708;136,139;0,648
28.02.2012 12:30;8808,858;0,792;136,199;0,720
28.02.2012 12:35;8808,926;0,816;136,261;0,744
28.02.2012 12:40;8808,990;0,768;136,319;0,696
28.02.2012 12:45;8809,059;0,828;136,382;0,756
28.02.2012 12:50;8809,125;0,792;136,441;0,708
28.02.2012 12:55;8809,194;0,828;136,502;0,732
28.02.2012 13:00;8809,260;0,792;136,562;0,720
28.02.2012 13:05;8809,323;0,756;136,619;0,684
28.02.2012 13:10;8809,382;0,708;136,669;0,600
28.02.2012 13:15;8809,432;0,600;136,713;0,528
28.02.2012 13:20;8809,494;0,744;136,774;0,732
28.02.2012 13:25;8809,568;0,888;136,842;0,816
28.02.2012 13:30;8809,643;0,900;136,913;0,852
28.02.2012 13:35;8809,717;0,888;136,981;0,816
28.02.2012 13:40;8809,793;0,912;137,050;0,828
