sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100071167;SN: 2100071167;SN: 2130002605;SN: 2130002605
;SB 4000TL-20;SB 4000TL-20;SB 4000TL-21;SB 4000TL-21
;2100071167;2100071167;2130002605;2130002605
;Gesamtertrag;Tagesertrag;Gesamtertrag;Tagesertrag
;Counter;Analog;Counter;Analog
dd.MM.yyyy;kWh;kWh;kWh;kWh
01.02.2012;8634,664;3,665;80,963;1,696
02.02.2012;8640,948;6,284;83,281;2,318
03.02.2012;8651,012;10,064;84,326;1,045
04.02.2012;8657,877;6,865;86,448;2,122
05.02.2012;8668,715;10,838;87,425;0,977
06.02.2012;8674,441;5,726;89,755;2,330
07.02.2012;8674,842;0,401;89,955;0,200
08.02.2012;8682,742;7,900;91,881;1,926
09.02.2012;8689,752;7,010;93,751;1,870
10.02.2012;8692,027;2,275;95,181;1,430
11.02.2012;8696,545;4,518;96,156;0,975
12.02.2012;8706,811;10,266;97,677;1,521
13.02.2012;8711,161;4,350;100,332;2,655
14.02.2012;8715,953;4,792;100,568;0,236
15.02.2012;8717,316;1,363;100,673;0,105
16.02.2012;8721,260;3,944;101,097;0,424
17.02.2012;8727,936;6,676;103,463;2,366
18.02.2012;8739,217;11,281;107,118;3,655
19.02.2012;8743,201;3,984;110,525;3,407
20.02.2012;8747,705;4,504;114,575;4,050
21.02.2012;8761,242;13,537;117,132;2,557
22.02.2012;8774,030;12,788;118,941;1,809
23.02.2012;8778,224;4,194;122,742;3,801
24.02.2012;8790,060;11,836;124,344;1,602
25.02.2012;8793,906;3,846;127,631;3,287
26.02.2012;8796,993;3,087;130,292;2,661
27.02.2012;8807,292;10,299;134,779;4,487
28.02.2012;8812,894;5,602;139,489;4,710
29.02.2012;8825,545;12,651;142,770;3,281
