sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100071167;SN: 2100071167
;SB 4000TL-20;SB 4000TL-20
;2100071167;2100071167
;Gesamtertrag;Tagesertrag
;Counter;Analog
dd.MM.yyyy;kWh;kWh
01.07.2011;6618,685;11,547
02.07.2011;6636,386;17,701
03.07.2011;6643,242;6,856
04.07.2011;6671,168;27,926
05.07.2011;6692,704;21,536
06.07.2011;6717,180;24,476
07.07.2011;6740,917;23,737
08.07.2011;6763,630;22,713
09.07.2011;6782,483;18,853
10.07.2011;6800,238;17,755
11.07.2011;6823,263;23,025
12.07.2011;6848,561;25,298
13.07.2011;6857,420;8,859
14.07.2011;6865,116;7,696
15.07.2011;6884,489;19,373
16.07.2011;6910,980;26,491
17.07.2011;6921,459;10,479
18.07.2011;6932,509;11,050
19.07.2011;6954,592;22,083
20.07.2011;6962,194;7,602
21.07.2011;6980,406;18,212
22.07.2011;6990,126;9,720
23.07.2011;6998,282;8,156
24.07.2011;7009,389;11,107
25.07.2011;7022,105;12,716
26.07.2011;7048,586;26,481
27.07.2011;7069,925;21,339
28.07.2011;7085,804;15,879
29.07.2011;7098,172;12,368
30.07.2011;7106,091;7,919
31.07.2011;7122,412;16,321
