sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100530599;SN: 2100530599
;SB 5000TL-20;SB 5000TL-20
;2100530599;2100530599
;Gesamtertrag;Leistung
;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW
10.12.2011 00:00;33,167;0,000
10.12.2011 00:05;33,167;0,000
10.12.2011 00:10;33,167;0,000
10.12.2011 00:15;33,167;0,000
10.12.2011 00:20;33,167;0,000
10.12.2011 00:25;33,167;0,000
10.12.2011 00:30;33,167;0,000
10.12.2011 00:35;33,167;0,000
10.12.2011 00:40;33,167;0,000
10.12.2011 00:45;33,167;0,000
10.12.2011 00:50;33,167;0,000
10.12.2011 00:55;33,167;0,000
10.12.2011 01:00;33,167;0,000
10.12.2011 01:05;33,167;0,000
10.12.2011 01:10;33,167;0,000
10.12.2011 01:15;33,167;0,000
10.12.2011 01:20;33,167;0,000
10.12.2011 01:25;33,167;0,000
10.12.2011 01:30;33,167;0,000
10.12.2011 01:35;33,167;0,000
10.12.2011 01:40;33,167;0,000
10.12.2011 01:45;33,167;0,000
10.12.2011 01:50;33,167;0,000
10.12.2011 01:55;33,167;0,000
10.12.2011 02:00;33,167;0,000
10.12.2011 02:05;33,167;0,000
10.12.2011 02:10;33,167;0,000
10.12.2011 02:15;33,167;0,000
10.12.2011 02:20;33,167;0,000
10.12.2011 02:25;33,167;0,000
10.12.2011 02:30;33,167;0,000
10.12.2011 02:35;33,167;0,000
10.12.2011 02:40;33,167;0,000
10.12.2011 02:45;33,167;0,000
10.12.2011 02:50;33,167;0,000
10.12.2011 02:55;33,167;0,000
10.12.2011 03:00;33,167;0,000
10.12.2011 03:05;33,167;0,000
10.12.2011 03:10;33,167;0,000
10.12.2011 03:15;33,167;0,000
10.12.2011 03:20;33,167;0,000
10.12.2011 03:25;33,167;0,000
10.12.2011 03:30;33,167;0,000
10.12.2011 03:35;33,167;0,000
10.12.2011 03:40;33,167;0,000
10.12.2011 03:45;33,167;0,000
10.12.2011 03:50;33,167;0,000
10.12.2011 03:55;33,167;0,000
10.12.2011 04:00;33,167;0,000
10.12.2011 04:05;33,167;0,000
10.12.2011 04:10;33,167;0,000
10.12.2011 04:15;33,167;0,000
10.12.2011 04:20;33,167;0,000
10.12.2011 04:25;33,167;0,000
10.12.2011 04:30;33,167;0,000
10.12.2011 04:35;33,167;0,000
10.12.2011 04:40;33,167;0,000
10.12.2011 04:45;33,167;0,000
10.12.2011 04:50;33,167;0,000
10.12.2011 04:55;33,167;0,000
10.12.2011 05:00;33,167;0,000
10.12.2011 05:05;33,167;0,000
10.12.2011 05:10;33,167;0,000
10.12.2011 05:15;33,167;0,000
10.12.2011 05:20;33,167;0,000
10.12.2011 05:25;33,167;0,000
10.12.2011 05:30;33,167;0,000
10.12.2011 05:35;33,167;0,000
10.12.2011 05:40;33,167;0,000
10.12.2011 05:45;33,167;0,000
10.12.2011 05:50;33,167;0,000
10.12.2011 05:55;33,167;0,000
10.12.2011 06:00;33,167;0,000
10.12.2011 06:05;33,167;0,000
10.12.2011 06:10;33,167;0,000
10.12.2011 06:15;33,167;0,000
10.12.2011 06:20;33,167;0,000
10.12.2011 06:25;33,167;0,000
10.12.2011 06:30;33,167;0,000
10.12.2011 06:35;33,167;0,000
10.12.2011 06:40;33,167;0,000
10.12.2011 06:45;33,167;0,000
10.12.2011 06:50;33,167;0,000
10.12.2011 06:55;33,167;0,000
10.12.2011 07:00;33,167;0,000
10.12.2011 07:05;33,167;0,000
10.12.2011 07:10;33,167;0,000
10.12.2011 07:15;33,167;0,000
10.12.2011 07:20;33,167;0,000
10.12.2011 07:25;33,167;0,000
10.12.2011 07:30;33,167;0,000
10.12.2011 07:35;33,167;0,000
10.12.2011 07:40;33,167;0,000
10.12.2011 07:45;33,167;0,000
10.12.2011 07:50;33,167;0,000
10.12.2011 07:55;33,167;0,000
10.12.2011 08:00;33,167;0,000
10.12.2011 08:05;33,167;0,000
10.12.2011 08:10;33,167;0,000
10.12.2011 08:15;33,167;0,000
10.12.2011 08:20;33,167;0,000
10.12.2011 08:25;33,167;0,000
10.12.2011 08:30;33,167;0,000
10.12.2011 08:35;33,167;0,000
10.12.2011 08:40;33,167;0,000
10.12.2011 08:45;33,167;0,000
10.12.2011 08:50;33,167;0,000
10.12.2011 08:55;33,170;0,036
10.12.2011 09:00;33,175;0,060
10.12.2011 09:05;33,180;0,060
10.12.2011 09:10;33,185;0,060
10.12.2011 09:15;33,188;0,036
10.12.2011 09:20;33,191;0,036
10.12.2011 09:25;33,196;0,060
10.12.2011 09:30;33,199;0,036
10.12.2011 09:35;33,202;0,036
10.12.2011 09:40;33,207;0,060
10.12.2011 09:45;33,215;0,096
10.12.2011 09:50;33,230;0,180
10.12.2011 09:55;33,255;0,300
10.12.2011 10:00;33,278;0,276
10.12.2011 10:05;33,292;0,168
10.12.2011 10:10;33,311;0,228
10.12.2011 10:15;33,335;0,288
10.12.2011 10:20;33,361;0,312
10.12.2011 10:25;33,387;0,312
10.12.2011 10:30;33,411;0,288
10.12.2011 10:35;33,436;0,300
10.12.2011 10:40;33,462;0,312
10.12.2011 10:45;33,494;0,384
10.12.2011 10:50;33,532;0,456
10.12.2011 10:55;33,574;0,504
10.12.2011 11:00;33,621;0,564
10.12.2011 11:05;33,677;0,672
10.12.2011 11:10;33,744;0,804
10.12.2011 11:15;33,825;0,972
10.12.2011 11:20;33,923;1,176
10.12.2011 11:25;34,058;1,620
10.12.2011 11:30;34,363;3,660
10.12.2011 11:35;34,683;3,840
10.12.2011 11:40;35,018;4,020
10.12.2011 11:45;35,306;3,456
10.12.2011 11:50;35,493;2,244
10.12.2011 11:55;35,613;1,440
10.12.2011 12:00;35,727;1,368
10.12.2011 12:05;35,764;0,444
10.12.2011 12:10;35,781;0,204
10.12.2011 12:15;35,834;0,636
10.12.2011 12:20;35,888;0,648
10.12.2011 12:25;35,934;0,552
10.12.2011 12:30;35,983;0,588
10.12.2011 12:35;36,027;0,528
10.12.2011 12:40;36,076;0,588
10.12.2011 12:45;36,172;1,152
10.12.2011 12:50;36,205;0,396
10.12.2011 12:55;36,222;0,204
10.12.2011 13:00;36,246;0,288
10.12.2011 13:05;36,284;0,456
10.12.2011 13:10;36,344;0,720
10.12.2011 13:15;36,407;0,756
10.12.2011 13:20;36,485;0,936
10.12.2011 13:25;36,522;0,444
10.12.2011 13:30;36,571;0,588
10.12.2011 13:35;36,620;0,588
10.12.2011 13:40;36,670;0,600
10.12.2011 13:45;36,738;0,816
10.12.2011 13:50;36,786;0,576
10.12.2011 13:55;36,824;0,456
10.12.2011 14:00;36,915;1,092
10.12.2011 14:05;36,986;0,852
10.12.2011 14:10;37,036;0,600
10.12.2011 14:15;37,078;0,504
10.12.2011 14:20;37,113;0,420
10.12.2011 14:25;37,125;0,144
10.12.2011 14:30;37,131;0,072
10.12.2011 14:35;37,136;0,060
10.12.2011 14:40;37,141;0,060
10.12.2011 14:45;37,145;0,048
10.12.2011 14:50;37,146;0,012
10.12.2011 14:55;37,149;0,036
10.12.2011 15:00;37,152;0,036
