sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100530599;SN: 2100530599
;SB 5000TL-20;SB 5000TL-20
;2100530599;2100530599
;Gesamtertrag;Leistung
;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW
22.02.2012 00:00;545,089;0,000
22.02.2012 00:05;545,089;0,000
22.02.2012 00:10;545,089;0,000
22.02.2012 00:15;545,089;0,000
22.02.2012 00:20;545,089;0,000
22.02.2012 00:25;545,089;0,000
22.02.2012 00:30;545,089;0,000
22.02.2012 00:35;545,089;0,000
22.02.2012 00:40;545,089;0,000
22.02.2012 00:45;545,089;0,000
22.02.2012 00:50;545,089;0,000
22.02.2012 00:55;545,089;0,000
22.02.2012 01:00;545,089;0,000
22.02.2012 01:05;545,089;0,000
22.02.2012 01:10;545,089;0,000
22.02.2012 01:15;545,089;0,000
22.02.2012 01:20;545,089;0,000
22.02.2012 01:25;545,089;0,000
22.02.2012 01:30;545,089;0,000
22.02.2012 01:35;545,089;0,000
22.02.2012 01:40;545,089;0,000
22.02.2012 01:45;545,089;0,000
22.02.2012 01:50;545,089;0,000
22.02.2012 01:55;545,089;0,000
22.02.2012 02:00;545,089;0,000
22.02.2012 02:05;545,089;0,000
22.02.2012 02:10;545,089;0,000
22.02.2012 02:15;545,089;0,000
22.02.2012 02:20;545,089;0,000
22.02.2012 02:25;545,089;0,000
22.02.2012 02:30;545,089;0,000
22.02.2012 02:35;545,089;0,000
22.02.2012 02:40;545,089;0,000
22.02.2012 02:45;545,089;0,000
22.02.2012 02:50;545,089;0,000
22.02.2012 02:55;545,089;0,000
22.02.2012 03:00;545,089;0,000
22.02.2012 03:05;545,089;0,000
22.02.2012 03:10;545,089;0,000
22.02.2012 03:15;545,089;0,000
22.02.2012 03:20;545,089;0,000
22.02.2012 03:25;545,089;0,000
22.02.2012 03:30;545,089;0,000
22.02.2012 03:35;545,089;0,000
22.02.2012 03:40;545,089;0,000
22.02.2012 03:45;545,089;0,000
22.02.2012 03:50;545,089;0,000
22.02.2012 03:55;545,089;0,000
22.02.2012 04:00;545,089;0,000
22.02.2012 04:05;545,089;0,000
22.02.2012 04:10;545,089;0,000
22.02.2012 04:15;545,089;0,000
22.02.2012 04:20;545,089;0,000
22.02.2012 04:25;545,089;0,000
22.02.2012 04:30;545,089;0,000
22.02.2012 04:35;545,089;0,000
22.02.2012 04:40;545,089;0,000
22.02.2012 04:45;545,089;0,000
22.02.2012 04:50;545,089;0,000
22.02.2012 04:55;545,089;0,000
22.02.2012 05:00;545,089;0,000
22.02.2012 05:05;545,089;0,000
22.02.2012 05:10;545,089;0,000
22.02.2012 05:15;545,089;0,000
22.02.2012 05:20;545,089;0,000
22.02.2012 05:25;545,089;0,000
22.02.2012 05:30;545,089;0,000
22.02.2012 05:35;545,089;0,000
22.02.2012 05:40;545,089;0,000
22.02.2012 05:45;545,089;0,000
22.02.2012 05:50;545,089;0,000
22.02.2012 05:55;545,089;0,000
22.02.2012 06:00;545,089;0,000
22.02.2012 06:05;545,089;0,000
22.02.2012 06:10;545,089;0,000
22.02.2012 06:15;545,089;0,000
22.02.2012 06:20;545,089;0,000
22.02.2012 06:25;545,089;0,000
22.02.2012 06:30;545,089;0,000
22.02.2012 06:35;545,089;0,000
22.02.2012 06:40;545,089;0,000
22.02.2012 06:45;545,089;0,000
22.02.2012 06:50;545,089;0,000
22.02.2012 06:55;545,089;0,000
22.02.2012 07:00;545,089;0,000
22.02.2012 07:05;545,089;0,000
22.02.2012 07:10;545,089;0,000
22.02.2012 07:15;545,089;0,000
22.02.2012 07:20;545,089;0,000
22.02.2012 07:25;545,089;0,000
22.02.2012 07:30;545,089;0,000
22.02.2012 07:35;545,090;0,012
22.02.2012 07:40;545,093;0,036
22.02.2012 07:45;545,097;0,048
22.02.2012 07:50;545,102;0,060
22.02.2012 07:55;545,108;0,072
22.02.2012 08:00;545,117;0,108
22.02.2012 08:05;545,142;0,300
22.02.2012 08:10;545,180;0,456
22.02.2012 08:15;545,225;0,540
22.02.2012 08:20;545,275;0,600
22.02.2012 08:25;545,349;0,888
22.02.2012 08:30;545,434;1,020
22.02.2012 08:35;545,529;1,140
22.02.2012 08:40;545,635;1,272
22.02.2012 08:45;545,751;1,392
22.02.2012 08:50;545,875;1,488
22.02.2012 08:55;546,008;1,596
22.02.2012 09:00;546,154;1,752
22.02.2012 09:05;546,309;1,860
22.02.2012 09:10;546,471;1,944
22.02.2012 09:15;546,642;2,052
22.02.2012 09:20;546,825;2,196
22.02.2012 09:25;547,017;2,304
22.02.2012 09:30;547,216;2,388
22.02.2012 09:35;547,423;2,484
22.02.2012 09:40;547,640;2,604
22.02.2012 09:45;547,865;2,700
22.02.2012 09:50;548,097;2,784
22.02.2012 09:55;548,335;2,856
22.02.2012 10:00;548,576;2,892
22.02.2012 10:05;548,828;3,024
22.02.2012 10:10;549,086;3,096
22.02.2012 10:15;549,348;3,144
22.02.2012 10:20;549,617;3,228
22.02.2012 10:25;549,893;3,312
22.02.2012 10:30;550,173;3,360
22.02.2012 10:35;550,457;3,408
22.02.2012 10:40;550,745;3,456
22.02.2012 10:45;551,040;3,540
22.02.2012 10:50;551,338;3,576
22.02.2012 10:55;551,633;3,540
22.02.2012 11:00;551,935;3,624
22.02.2012 11:05;552,247;3,744
22.02.2012 11:10;552,560;3,756
22.02.2012 11:15;552,880;3,840
22.02.2012 11:20;553,193;3,756
22.02.2012 11:25;553,523;3,960
22.02.2012 11:30;553,839;3,792
22.02.2012 11:35;554,175;4,032
22.02.2012 11:40;554,515;4,080
22.02.2012 11:45;554,857;4,104
22.02.2012 11:50;555,191;4,008
22.02.2012 11:55;555,538;4,164
22.02.2012 12:00;555,887;4,188
22.02.2012 12:05;556,231;4,128
22.02.2012 12:10;556,580;4,188
22.02.2012 12:15;556,930;4,200
22.02.2012 12:20;557,278;4,176
22.02.2012 12:25;557,633;4,260
22.02.2012 12:30;557,986;4,236
22.02.2012 12:35;558,341;4,260
22.02.2012 12:40;558,693;4,224
22.02.2012 12:45;559,046;4,236
22.02.2012 12:50;559,400;4,248
22.02.2012 12:55;559,751;4,212
22.02.2012 13:00;560,103;4,224
22.02.2012 13:05;560,454;4,212
22.02.2012 13:10;560,804;4,200
22.02.2012 13:15;561,151;4,164
22.02.2012 13:20;561,497;4,152
22.02.2012 13:25;561,841;4,128
22.02.2012 13:30;562,182;4,092
22.02.2012 13:35;562,520;4,056
22.02.2012 13:40;562,859;4,068
22.02.2012 13:45;563,192;3,996
22.02.2012 13:50;563,522;3,960
22.02.2012 13:55;563,848;3,912
22.02.2012 14:00;564,168;3,840
22.02.2012 14:05;564,481;3,756
22.02.2012 14:10;564,788;3,684
22.02.2012 14:15;565,100;3,744
22.02.2012 14:20;565,408;3,696
22.02.2012 14:25;565,708;3,600
22.02.2012 14:30;566,006;3,576
22.02.2012 14:35;566,300;3,528
22.02.2012 14:40;566,591;3,492
22.02.2012 14:45;566,878;3,444
22.02.2012 14:50;567,160;3,384
22.02.2012 14:55;567,437;3,324
22.02.2012 15:00;567,710;3,276
