sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100530599;SN: 2100530599
;SB 5000TL-20;SB 5000TL-20
;2100530599;2100530599
;Gesamtertrag;Leistung
;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW
05.04.2012 00:00;1314,023;0,000
05.04.2012 00:05;1314,023;0,000
05.04.2012 00:10;1314,023;0,000
05.04.2012 00:15;1314,023;0,000
05.04.2012 00:20;1314,023;0,000
05.04.2012 00:25;1314,023;0,000
05.04.2012 00:30;1314,023;0,000
05.04.2012 00:35;1314,023;0,000
05.04.2012 00:40;1314,023;0,000
05.04.2012 00:45;1314,023;0,000
05.04.2012 00:50;1314,023;0,000
05.04.2012 00:55;1314,023;0,000
05.04.2012 01:00;1314,023;0,000
05.04.2012 01:05;1314,023;0,000
05.04.2012 01:10;1314,023;0,000
05.04.2012 01:15;1314,023;0,000
05.04.2012 01:20;1314,023;0,000
05.04.2012 01:25;1314,023;0,000
05.04.2012 01:30;1314,023;0,000
05.04.2012 01:35;1314,023;0,000
05.04.2012 01:40;1314,023;0,000
05.04.2012 01:45;1314,023;0,000
05.04.2012 01:50;1314,023;0,000
05.04.2012 01:55;1314,023;0,000
05.04.2012 02:00;1314,023;0,000
05.04.2012 02:05;1314,023;0,000
05.04.2012 02:10;1314,023;0,000
05.04.2012 02:15;1314,023;0,000
05.04.2012 02:20;1314,023;0,000
05.04.2012 02:25;1314,023;0,000
05.04.2012 02:30;1314,023;0,000
05.04.2012 02:35;1314,023;0,000
05.04.2012 02:40;1314,023;0,000
05.04.2012 02:45;1314,023;0,000
05.04.2012 02:50;1314,023;0,000
05.04.2012 02:55;1314,023;0,000
05.04.2012 03:00;1314,023;0,000
05.04.2012 03:05;1314,023;0,000
05.04.2012 03:10;1314,023;0,000
05.04.2012 03:15;1314,023;0,000
05.04.2012 03:20;1314,023;0,000
05.04.2012 03:25;1314,023;0,000
05.04.2012 03:30;1314,023;0,000
05.04.2012 03:35;1314,023;0,000
05.04.2012 03:40;1314,023;0,000
05.04.2012 03:45;1314,023;0,000
05.04.2012 03:50;1314,023;0,000
05.04.2012 03:55;1314,023;0,000
05.04.2012 04:00;1314,023;0,000
05.04.2012 04:05;1314,023;0,000
05.04.2012 04:10;1314,023;0,000
05.04.2012 04:15;1314,023;0,000
05.04.2012 04:20;1314,023;0,000
05.04.2012 04:25;1314,023;0,000
05.04.2012 04:30;1314,023;0,000
05.04.2012 04:35;1314,023;0,000
05.04.2012 04:40;1314,023;0,000
05.04.2012 04:45;1314,023;0,000
05.04.2012 04:50;1314,023;0,000
05.04.2012 04:55;1314,023;0,000
05.04.2012 05:00;1314,023;0,000
05.04.2012 05:05;1314,023;0,000
05.04.2012 05:10;1314,023;0,000
05.04.2012 05:15;1314,023;0,000
05.04.2012 05:20;1314,023;0,000
05.04.2012 05:25;1314,023;0,000
05.04.2012 05:30;1314,023;0,000
05.04.2012 05:35;1314,023;0,000
05.04.2012 05:40;1314,023;0,000
05.04.2012 05:45;1314,023;0,000
05.04.2012 05:50;1314,023;0,000
05.04.2012 05:55;1314,023;0,000
05.04.2012 06:00;1314,023;0,000
05.04.2012 06:05;1314,023;0,000
05.04.2012 06:10;1314,023;0,000
05.04.2012 06:15;1314,023;0,000
05.04.2012 06:20;1314,023;0,000
05.04.2012 06:25;1314,023;0,000
05.04.2012 06:30;1314,023;0,000
05.04.2012 06:35;1314,023;0,000
05.04.2012 06:40;1314,023;0,000
05.04.2012 06:45;1314,023;0,000
05.04.2012 06:50;1314,023;0,000
05.04.2012 06:55;1314,023;0,000
05.04.2012 07:00;1314,023;0,000
05.04.2012 07:05;1314,023;0,000
05.04.2012 07:10;1314,023;0,000
05.04.2012 07:15;1314,023;0,000
05.04.2012 07:20;1314,023;0,000
05.04.2012 07:25;1314,023;0,000
05.04.2012 07:30;1314,023;0,000
05.04.2012 07:35;1314,023;0,000
05.04.2012 07:40;1314,023;0,000
05.04.2012 07:45;1314,023;0,000
05.04.2012 07:50;1314,023;0,000
05.04.2012 07:55;1314,025;0,024
05.04.2012 08:00;1314,028;0,036
05.04.2012 08:05;1314,030;0,024
05.04.2012 08:10;1314,034;0,048
05.04.2012 08:15;1314,039;0,060
05.04.2012 08:20;1314,045;0,072
05.04.2012 08:25;1314,050;0,060
05.04.2012 08:30;1314,055;0,060
05.04.2012 08:35;1314,059;0,048
05.04.2012 08:40;1314,064;0,060
05.04.2012 08:45;1314,069;0,060
05.04.2012 08:50;1314,074;0,060
05.04.2012 08:55;1314,079;0,060
05.04.2012 09:00;1314,084;0,060
05.04.2012 09:05;1314,088;0,048
05.04.2012 09:10;1314,092;0,048
05.04.2012 09:15;1314,098;0,072
05.04.2012 09:20;1314,104;0,072
05.04.2012 09:25;1314,113;0,108
05.04.2012 09:30;1314,122;0,108
05.04.2012 09:35;1314,132;0,120
05.04.2012 09:40;1314,145;0,156
05.04.2012 09:45;1314,160;0,180
05.04.2012 09:50;1314,176;0,192
05.04.2012 09:55;1314,193;0,204
05.04.2012 10:00;1314,214;0,252
05.04.2012 10:05;1314,235;0,252
05.04.2012 10:10;1314,258;0,276
05.04.2012 10:15;1314,277;0,228
05.04.2012 10:20;1314,294;0,204
05.04.2012 10:25;1314,310;0,192
05.04.2012 10:30;1314,326;0,192
05.04.2012 10:35;1314,343;0,204
05.04.2012 10:40;1314,362;0,228
05.04.2012 10:45;1314,385;0,276
05.04.2012 10:50;1314,411;0,312
05.04.2012 10:55;1314,435;0,288
05.04.2012 11:00;1314,463;0,336
05.04.2012 11:05;1314,491;0,336
05.04.2012 11:10;1314,518;0,324
05.04.2012 11:15;1314,542;0,288
05.04.2012 11:20;1314,562;0,240
05.04.2012 11:25;1314,583;0,252
05.04.2012 11:30;1314,606;0,276
05.04.2012 11:35;1314,625;0,228
05.04.2012 11:40;1314,648;0,276
05.04.2012 11:45;1314,678;0,360
05.04.2012 11:50;1314,708;0,360
05.04.2012 11:55;1314,737;0,348
05.04.2012 12:00;1314,765;0,336
05.04.2012 12:05;1314,799;0,408
05.04.2012 12:10;1314,834;0,420
05.04.2012 12:15;1314,878;0,528
05.04.2012 12:20;1314,923;0,540
05.04.2012 12:25;1314,959;0,432
05.04.2012 12:30;1315,002;0,516
05.04.2012 12:35;1315,041;0,468
05.04.2012 12:40;1315,084;0,516
05.04.2012 12:45;1315,125;0,492
05.04.2012 12:50;1315,162;0,444
05.04.2012 12:55;1315,196;0,408
05.04.2012 13:00;1315,230;0,408
05.04.2012 13:05;1315,258;0,336
05.04.2012 13:10;1315,286;0,336
05.04.2012 13:15;1315,312;0,312
05.04.2012 13:20;1315,343;0,372
05.04.2012 13:25;1315,380;0,444
05.04.2012 13:30;1315,416;0,432
05.04.2012 13:35;1315,450;0,408
05.04.2012 13:40;1315,484;0,408
05.04.2012 13:45;1315,517;0,396
05.04.2012 13:50;1315,545;0,336
05.04.2012 13:55;1315,573;0,336
05.04.2012 14:00;1315,598;0,300
05.04.2012 14:05;1315,624;0,312
05.04.2012 14:10;1315,649;0,300
05.04.2012 14:15;1315,673;0,288
