sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100530599;SN: 2100530599
;SB 5000TL-20;SB 5000TL-20
;2100530599;2100530599
;Gesamtertrag;Leistung
;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW
14.04.2012 00:00;1432,570;0,000
14.04.2012 00:05;1432,570;0,000
14.04.2012 00:10;1432,570;0,000
14.04.2012 00:15;1432,570;0,000
14.04.2012 00:20;1432,570;0,000
14.04.2012 00:25;1432,570;0,000
14.04.2012 00:30;1432,570;0,000
14.04.2012 00:35;1432,570;0,000
14.04.2012 00:40;1432,570;0,000
14.04.2012 00:45;1432,570;0,000
14.04.2012 00:50;1432,570;0,000
14.04.2012 00:55;1432,570;0,000
14.04.2012 01:00;1432,570;0,000
14.04.2012 01:05;1432,570;0,000
14.04.2012 01:10;1432,570;0,000
14.04.2012 01:15;1432,570;0,000
14.04.2012 01:20;1432,570;0,000
14.04.2012 01:25;1432,570;0,000
14.04.2012 01:30;1432,570;0,000
14.04.2012 01:35;1432,570;0,000
14.04.2012 01:40;1432,570;0,000
14.04.2012 01:45;1432,570;0,000
14.04.2012 01:50;1432,570;0,000
14.04.2012 01:55;1432,570;0,000
14.04.2012 02:00;1432,570;0,000
14.04.2012 02:05;1432,570;0,000
14.04.2012 02:10;1432,570;0,000
14.04.2012 02:15;1432,570;0,000
14.04.2012 02:20;1432,570;0,000
14.04.2012 02:25;1432,570;0,000
14.04.2012 02:30;1432,570;0,000
14.04.2012 02:35;1432,570;0,000
14.04.2012 02:40;1432,570;0,000
14.04.2012 02:45;1432,570;0,000
14.04.2012 02:50;1432,570;0,000
14.04.2012 02:55;1432,570;0,000
14.04.2012 03:00;1432,570;0,000
14.04.2012 03:05;1432,570;0,000
14.04.2012 03:10;1432,570;0,000
14.04.2012 03:15;1432,570;0,000
14.04.2012 03:20;1432,570;0,000
14.04.2012 03:25;1432,570;0,000
14.04.2012 03:30;1432,570;0,000
14.04.2012 03:35;1432,570;0,000
14.04.2012 03:40;1432,570;0,000
14.04.2012 03:45;1432,570;0,000
14.04.2012 03:50;1432,570;0,000
14.04.2012 03:55;1432,570;0,000
14.04.2012 04:00;1432,570;0,000
14.04.2012 04:05;1432,570;0,000
14.04.2012 04:10;1432,570;0,000
14.04.2012 04:15;1432,570;0,000
14.04.2012 04:20;1432,570;0,000
14.04.2012 04:25;1432,570;0,000
14.04.2012 04:30;1432,570;0,000
14.04.2012 04:35;1432,570;0,000
14.04.2012 04:40;1432,570;0,000
14.04.2012 04:45;1432,570;0,000
14.04.2012 04:50;1432,570;0,000
14.04.2012 04:55;1432,570;0,000
14.04.2012 05:00;1432,570;0,000
14.04.2012 05:05;1432,570;0,000
14.04.2012 05:10;1432,570;0,000
14.04.2012 05:15;1432,570;0,000
14.04.2012 05:20;1432,570;0,000
14.04.2012 05:25;1432,570;0,000
14.04.2012 05:30;1432,570;0,000
14.04.2012 05:35;1432,570;0,000
14.04.2012 05:40;1432,570;0,000
14.04.2012 05:45;1432,570;0,000
14.04.2012 05:50;1432,570;0,000
14.04.2012 05:55;1432,570;0,000
14.04.2012 06:00;1432,570;0,000
14.04.2012 06:05;1432,570;0,000
14.04.2012 06:10;1432,570;0,000
14.04.2012 06:15;1432,570;0,000
14.04.2012 06:20;1432,570;0,000
14.04.2012 06:25;1432,570;0,000
14.04.2012 06:30;1432,570;0,000
14.04.2012 06:35;1432,570;0,000
14.04.2012 06:40;1432,570;0,000
14.04.2012 06:45;1432,570;0,000
14.04.2012 06:50;1432,570;0,000
14.04.2012 06:55;1432,570;0,000
14.04.2012 07:00;1432,570;0,000
14.04.2012 07:05;1432,570;0,000
14.04.2012 07:10;1432,572;0,024
14.04.2012 07:15;1432,575;0,036
14.04.2012 07:20;1432,581;0,072
14.04.2012 07:25;1432,588;0,084
14.04.2012 07:30;1432,598;0,120
14.04.2012 07:35;1432,610;0,144
14.04.2012 07:40;1432,626;0,192
14.04.2012 07:45;1432,645;0,228
14.04.2012 07:50;1432,667;0,264
14.04.2012 07:55;1432,690;0,276
14.04.2012 08:00;1432,715;0,300
14.04.2012 08:05;1432,741;0,312
14.04.2012 08:10;1432,767;0,312
14.04.2012 08:15;1432,793;0,312
14.04.2012 08:20;1432,822;0,348
14.04.2012 08:25;1432,857;0,420
14.04.2012 08:30;1432,897;0,480
14.04.2012 08:35;1432,942;0,540
14.04.2012 08:40;1432,995;0,636
14.04.2012 08:45;1433,052;0,684
14.04.2012 08:50;1433,104;0,624
14.04.2012 08:55;1433,153;0,588
14.04.2012 09:00;1433,208;0,660
14.04.2012 09:05;1433,269;0,732
14.04.2012 09:10;1433,333;0,768
14.04.2012 09:15;1433,396;0,756
14.04.2012 09:20;1433,456;0,720
14.04.2012 09:25;1433,513;0,684
14.04.2012 09:30;1433,581;0,816
14.04.2012 09:35;1433,654;0,876
14.04.2012 09:40;1433,729;0,900
14.04.2012 09:45;1433,810;0,972
14.04.2012 09:50;1433,912;1,224
14.04.2012 09:55;1434,032;1,440
14.04.2012 10:00;1434,165;1,596
14.04.2012 10:05;1434,329;1,968
14.04.2012 10:10;1434,505;2,112
14.04.2012 10:15;1434,683;2,136
14.04.2012 10:20;1434,875;2,304
14.04.2012 10:25;1435,067;2,304
14.04.2012 10:30;1435,284;2,604
14.04.2012 10:35;1435,509;2,700
14.04.2012 10:40;1435,737;2,736
14.04.2012 10:45;1435,965;2,736
14.04.2012 10:50;1436,181;2,592
14.04.2012 10:55;1436,365;2,208
14.04.2012 11:00;1436,544;2,148
14.04.2012 11:05;1436,716;2,064
14.04.2012 11:10;1436,916;2,400
14.04.2012 11:15;1437,151;2,820
14.04.2012 11:20;1437,360;2,508
14.04.2012 11:25;1437,537;2,124
14.04.2012 11:30;1437,715;2,136
14.04.2012 11:35;1437,916;2,412
14.04.2012 11:40;1438,123;2,484
14.04.2012 11:45;1438,312;2,268
14.04.2012 11:50;1438,508;2,352
14.04.2012 11:55;1438,735;2,724
14.04.2012 12:00;1438,938;2,436
14.04.2012 12:05;1439,122;2,208
14.04.2012 12:10;1439,307;2,220
14.04.2012 12:15;1439,510;2,436
14.04.2012 12:20;1439,680;2,040
14.04.2012 12:25;1439,879;2,388
14.04.2012 12:30;1440,106;2,724
14.04.2012 12:35;1440,302;2,352
14.04.2012 12:40;1440,518;2,592
14.04.2012 12:45;1440,722;2,448
14.04.2012 12:50;1440,887;1,980
14.04.2012 12:55;1441,026;1,668
14.04.2012 13:00;1441,180;1,848
14.04.2012 13:05;1441,338;1,896
14.04.2012 13:10;1441,504;1,992
14.04.2012 13:15;1441,703;2,388
14.04.2012 13:20;1441,897;2,328
14.04.2012 13:25;1442,024;1,524
14.04.2012 13:30;1442,132;1,296
14.04.2012 13:35;1442,227;1,140
14.04.2012 13:40;1442,318;1,092
14.04.2012 13:45;1442,411;1,116
14.04.2012 13:50;1442,514;1,236
14.04.2012 13:55;1442,606;1,104
14.04.2012 14:00;1442,673;0,804
14.04.2012 14:05;1442,721;0,576
14.04.2012 14:10;1442,760;0,468
14.04.2012 14:15;1442,810;0,600
