sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100530599;SN: 2100530599
;SB 5000TL-20;SB 5000TL-20
;2100530599;2100530599
;Gesamtertrag;Leistung
;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW
27.03.2012 00:00;1120,985;0,000
27.03.2012 00:05;1120,985;0,000
27.03.2012 00:10;1120,985;0,000
27.03.2012 00:15;1120,985;0,000
27.03.2012 00:20;1120,985;0,000
27.03.2012 00:25;1120,985;0,000
27.03.2012 00:30;1120,985;0,000
27.03.2012 00:35;1120,985;0,000
27.03.2012 00:40;1120,985;0,000
27.03.2012 00:45;1120,985;0,000
27.03.2012 00:50;1120,985;0,000
27.03.2012 00:55;1120,985;0,000
27.03.2012 01:00;1120,985;0,000
27.03.2012 01:05;1120,985;0,000
27.03.2012 01:10;1120,985;0,000
27.03.2012 01:15;1120,985;0,000
27.03.2012 01:20;1120,985;0,000
27.03.2012 01:25;1120,985;0,000
27.03.2012 01:30;1120,985;0,000
27.03.2012 01:35;1120,985;0,000
27.03.2012 01:40;1120,985;0,000
27.03.2012 01:45;1120,985;0,000
27.03.2012 01:50;1120,985;0,000
27.03.2012 01:55;1120,985;0,000
27.03.2012 02:00;1120,985;0,000
27.03.2012 02:05;1120,985;0,000
27.03.2012 02:10;1120,985;0,000
27.03.2012 02:15;1120,985;0,000
27.03.2012 02:20;1120,985;0,000
27.03.2012 02:25;1120,985;0,000
27.03.2012 02:30;1120,985;0,000
27.03.2012 02:35;1120,985;0,000
27.03.2012 02:40;1120,985;0,000
27.03.2012 02:45;1120,985;0,000
27.03.2012 02:50;1120,985;0,000
27.03.2012 02:55;1120,985;0,000
27.03.2012 03:00;1120,985;0,000
27.03.2012 03:05;1120,985;0,000
27.03.2012 03:10;1120,985;0,000
27.03.2012 03:15;1120,985;0,000
27.03.2012 03:20;1120,985;0,000
27.03.2012 03:25;1120,985;0,000
27.03.2012 03:30;1120,985;0,000
27.03.2012 03:35;1120,985;0,000
27.03.2012 03:40;1120,985;0,000
27.03.2012 03:45;1120,985;0,000
27.03.2012 03:50;1120,985;0,000
27.03.2012 03:55;1120,985;0,000
27.03.2012 04:00;1120,985;0,000
27.03.2012 04:05;1120,985;0,000
27.03.2012 04:10;1120,985;0,000
27.03.2012 04:15;1120,985;0,000
27.03.2012 04:20;1120,985;0,000
27.03.2012 04:25;1120,985;0,000
27.03.2012 04:30;1120,985;0,000
27.03.2012 04:35;1120,985;0,000
27.03.2012 04:40;1120,985;0,000
27.03.2012 04:45;1120,985;0,000
27.03.2012 04:50;1120,985;0,000
27.03.2012 04:55;1120,985;0,000
27.03.2012 05:00;1120,985;0,000
27.03.2012 05:05;1120,985;0,000
27.03.2012 05:10;1120,985;0,000
27.03.2012 05:15;1120,985;0,000
27.03.2012 05:20;1120,985;0,000
27.03.2012 05:25;1120,985;0,000
27.03.2012 05:30;1120,985;0,000
27.03.2012 05:35;1120,985;0,000
27.03.2012 05:40;1120,985;0,000
27.03.2012 05:45;1120,985;0,000
27.03.2012 05:50;1120,985;0,000
27.03.2012 05:55;1120,985;0,000
27.03.2012 06:00;1120,985;0,000
27.03.2012 06:05;1120,985;0,000
27.03.2012 06:10;1120,985;0,000
27.03.2012 06:15;1120,985;0,000
27.03.2012 06:20;1120,985;0,000
27.03.2012 06:25;1120,985;0,000
27.03.2012 06:30;1120,985;0,000
27.03.2012 06:35;1120,985;0,000
27.03.2012 06:40;1120,985;0,000
27.03.2012 06:45;1120,985;0,000
27.03.2012 06:50;1120,985;0,000
27.03.2012 06:55;1120,985;0,000
27.03.2012 07:00;1120,985;0,000
27.03.2012 07:05;1120,985;0,000
27.03.2012 07:10;1120,985;0,000
27.03.2012 07:15;1120,985;0,000
27.03.2012 07:20;1120,985;0,000
27.03.2012 07:25;1120,985;0,000
27.03.2012 07:30;1120,987;0,024
27.03.2012 07:35;1120,990;0,036
27.03.2012 07:40;1120,995;0,060
27.03.2012 07:45;1121,001;0,072
27.03.2012 07:50;1121,009;0,096
27.03.2012 07:55;1121,018;0,108
27.03.2012 08:00;1121,031;0,156
27.03.2012 08:05;1121,045;0,168
27.03.2012 08:10;1121,062;0,204
27.03.2012 08:15;1121,080;0,216
27.03.2012 08:20;1121,102;0,264
27.03.2012 08:25;1121,125;0,276
27.03.2012 08:30;1121,152;0,324
27.03.2012 08:35;1121,182;0,360
27.03.2012 08:40;1121,221;0,468
27.03.2012 08:45;1121,268;0,564
27.03.2012 08:50;1121,326;0,696
27.03.2012 08:55;1121,394;0,816
27.03.2012 09:00;1121,471;0,924
27.03.2012 09:05;1121,558;1,044
27.03.2012 09:10;1121,657;1,188
27.03.2012 09:15;1121,768;1,332
27.03.2012 09:20;1121,891;1,476
27.03.2012 09:25;1122,018;1,524
27.03.2012 09:30;1122,156;1,656
27.03.2012 09:35;1122,302;1,752
27.03.2012 09:40;1122,457;1,860
27.03.2012 09:45;1122,620;1,956
27.03.2012 09:50;1122,794;2,088
27.03.2012 09:55;1122,978;2,208
27.03.2012 10:00;1123,168;2,280
27.03.2012 10:05;1123,363;2,340
27.03.2012 10:10;1123,568;2,460
27.03.2012 10:15;1123,783;2,580
27.03.2012 10:20;1124,004;2,652
27.03.2012 10:25;1124,231;2,724
27.03.2012 10:30;1124,466;2,820
27.03.2012 10:35;1124,708;2,904
27.03.2012 10:40;1124,955;2,964
27.03.2012 10:45;1125,209;3,048
27.03.2012 10:50;1125,469;3,120
27.03.2012 10:55;1125,736;3,204
27.03.2012 11:00;1126,011;3,300
27.03.2012 11:05;1126,293;3,384
27.03.2012 11:10;1126,580;3,444
27.03.2012 11:15;1126,873;3,516
27.03.2012 11:20;1127,170;3,564
27.03.2012 11:25;1127,471;3,612
27.03.2012 11:30;1127,777;3,672
27.03.2012 11:35;1128,083;3,672
27.03.2012 11:40;1128,395;3,744
27.03.2012 11:45;1128,711;3,792
27.03.2012 11:50;1129,030;3,828
27.03.2012 11:55;1129,355;3,900
27.03.2012 12:00;1129,678;3,876
27.03.2012 12:05;1130,000;3,864
27.03.2012 12:10;1130,341;4,092
27.03.2012 12:15;1130,691;4,200
27.03.2012 12:20;1130,993;3,624
27.03.2012 12:25;1131,330;4,044
27.03.2012 12:30;1131,664;4,008
27.03.2012 12:35;1131,994;3,960
27.03.2012 12:40;1132,325;3,972
27.03.2012 12:45;1132,654;3,948
27.03.2012 12:50;1132,982;3,936
27.03.2012 12:55;1133,314;3,984
27.03.2012 13:00;1133,633;3,828
27.03.2012 13:05;1133,965;3,984
27.03.2012 13:10;1134,285;3,840
27.03.2012 13:15;1134,621;4,032
27.03.2012 13:20;1134,968;4,164
27.03.2012 13:25;1135,312;4,128
27.03.2012 13:30;1135,639;3,924
27.03.2012 13:35;1135,961;3,864
27.03.2012 13:40;1136,303;4,104
27.03.2012 13:45;1136,661;4,296
27.03.2012 13:50;1137,034;4,476
27.03.2012 13:55;1137,399;4,380
27.03.2012 14:00;1137,739;4,080
27.03.2012 14:05;1138,051;3,744
27.03.2012 14:10;1138,361;3,720
27.03.2012 14:15;1138,672;3,732
