sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100530599;SN: 2100530599
;SB 5000TL-20;SB 5000TL-20
;2100530599;2100530599
;Gesamtertrag;Leistung
;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW
09.02.2012 00:00;419,726;0,000
09.02.2012 00:05;419,726;0,000
09.02.2012 00:10;419,726;0,000
09.02.2012 00:15;419,726;0,000
09.02.2012 00:20;419,726;0,000
09.02.2012 00:25;419,726;0,000
09.02.2012 00:30;419,726;0,000
09.02.2012 00:35;419,726;0,000
09.02.2012 00:40;419,726;0,000
09.02.2012 00:45;419,726;0,000
09.02.2012 00:50;419,726;0,000
09.02.2012 00:55;419,726;0,000
09.02.2012 01:00;419,726;0,000
09.02.2012 01:05;419,726;0,000
09.02.2012 01:10;419,726;0,000
09.02.2012 01:15;419,726;0,000
09.02.2012 01:20;419,726;0,000
09.02.2012 01:25;419,726;0,000
09.02.2012 01:30;419,726;0,000
09.02.2012 01:35;419,726;0,000
09.02.2012 01:40;419,726;0,000
09.02.2012 01:45;419,726;0,000
09.02.2012 01:50;419,726;0,000
09.02.2012 01:55;419,726;0,000
09.02.2012 02:00;419,726;0,000
09.02.2012 02:05;419,726;0,000
09.02.2012 02:10;419,726;0,000
09.02.2012 02:15;419,726;0,000
09.02.2012 02:20;419,726;0,000
09.02.2012 02:25;419,726;0,000
09.02.2012 02:30;419,726;0,000
09.02.2012 02:35;419,726;0,000
09.02.2012 02:40;419,726;0,000
09.02.2012 02:45;419,726;0,000
09.02.2012 02:50;419,726;0,000
09.02.2012 02:55;419,726;0,000
09.02.2012 03:00;419,726;0,000
09.02.2012 03:05;419,726;0,000
09.02.2012 03:10;419,726;0,000
09.02.2012 03:15;419,726;0,000
09.02.2012 03:20;419,726;0,000
09.02.2012 03:25;419,726;0,000
09.02.2012 03:30;419,726;0,000
09.02.2012 03:35;419,726;0,000
09.02.2012 03:40;419,726;0,000
09.02.2012 03:45;419,726;0,000
09.02.2012 03:50;419,726;0,000
09.02.2012 03:55;419,726;0,000
09.02.2012 04:00;419,726;0,000
09.02.2012 04:05;419,726;0,000
09.02.2012 04:10;419,726;0,000
09.02.2012 04:15;419,726;0,000
09.02.2012 04:20;419,726;0,000
09.02.2012 04:25;419,726;0,000
09.02.2012 04:30;419,726;0,000
09.02.2012 04:35;419,726;0,000
09.02.2012 04:40;419,726;0,000
09.02.2012 04:45;419,726;0,000
09.02.2012 04:50;419,726;0,000
09.02.2012 04:55;419,726;0,000
09.02.2012 05:00;419,726;0,000
09.02.2012 05:05;419,726;0,000
09.02.2012 05:10;419,726;0,000
09.02.2012 05:15;419,726;0,000
09.02.2012 05:20;419,726;0,000
09.02.2012 05:25;419,726;0,000
09.02.2012 05:30;419,726;0,000
09.02.2012 05:35;419,726;0,000
09.02.2012 05:40;419,726;0,000
09.02.2012 05:45;419,726;0,000
09.02.2012 05:50;419,726;0,000
09.02.2012 05:55;419,726;0,000
09.02.2012 06:00;419,726;0,000
09.02.2012 06:05;419,726;0,000
09.02.2012 06:10;419,726;0,000
09.02.2012 06:15;419,726;0,000
09.02.2012 06:20;419,726;0,000
09.02.2012 06:25;419,726;0,000
09.02.2012 06:30;419,726;0,000
09.02.2012 06:35;419,726;0,000
09.02.2012 06:40;419,726;0,000
09.02.2012 06:45;419,726;0,000
09.02.2012 06:50;419,726;0,000
09.02.2012 06:55;419,726;0,000
09.02.2012 07:00;419,726;0,000
09.02.2012 07:05;419,726;0,000
09.02.2012 07:10;419,726;0,000
09.02.2012 07:15;419,726;0,000
09.02.2012 07:20;419,726;0,000
09.02.2012 07:25;419,726;0,000
09.02.2012 07:30;419,726;0,000
09.02.2012 07:35;419,726;0,000
09.02.2012 07:40;419,726;0,000
09.02.2012 07:45;419,726;0,000
09.02.2012 07:50;419,726;0,000
09.02.2012 07:55;419,726;0,000
09.02.2012 08:00;419,726;0,000
09.02.2012 08:05;419,730;0,048
09.02.2012 08:10;419,736;0,072
09.02.2012 08:15;419,744;0,096
09.02.2012 08:20;419,754;0,120
09.02.2012 08:25;419,766;0,144
09.02.2012 08:30;419,783;0,204
09.02.2012 08:35;419,806;0,276
09.02.2012 08:40;419,840;0,408
09.02.2012 08:45;419,872;0,384
09.02.2012 08:50;419,896;0,288
09.02.2012 08:55;419,924;0,336
09.02.2012 09:00;419,953;0,348
09.02.2012 09:05;419,982;0,348
09.02.2012 09:10;420,010;0,336
09.02.2012 09:15;420,049;0,468
09.02.2012 09:20;420,081;0,384
09.02.2012 09:25;420,134;0,636
09.02.2012 09:30;420,202;0,816
09.02.2012 09:35;420,285;0,996
09.02.2012 09:40;420,380;1,140
09.02.2012 09:45;420,513;1,596
09.02.2012 09:50;420,659;1,752
09.02.2012 09:55;420,791;1,584
09.02.2012 10:00;420,934;1,716
09.02.2012 10:05;421,087;1,836
09.02.2012 10:10;421,213;1,512
09.02.2012 10:15;421,315;1,224
09.02.2012 10:20;421,389;0,888
09.02.2012 10:25;421,458;0,828
09.02.2012 10:30;421,545;1,044
09.02.2012 10:35;421,633;1,056
09.02.2012 10:40;421,699;0,792
09.02.2012 10:45;421,762;0,756
09.02.2012 10:50;421,837;0,900
09.02.2012 10:55;421,920;0,996
09.02.2012 11:00;422,031;1,332
09.02.2012 11:05;422,150;1,428
09.02.2012 11:10;422,249;1,188
09.02.2012 11:15;422,346;1,164
09.02.2012 11:20;422,438;1,104
09.02.2012 11:25;422,529;1,092
09.02.2012 11:30;422,614;1,020
09.02.2012 11:35;422,695;0,972
09.02.2012 11:40;422,767;0,864
09.02.2012 11:45;422,837;0,840
09.02.2012 11:50;422,910;0,876
09.02.2012 11:55;422,980;0,840
09.02.2012 12:00;423,052;0,864
09.02.2012 12:05;423,122;0,840
09.02.2012 12:10;423,190;0,816
09.02.2012 12:15;423,256;0,792
09.02.2012 12:20;423,317;0,732
09.02.2012 12:25;423,384;0,804
09.02.2012 12:30;423,456;0,864
09.02.2012 12:35;423,525;0,828
09.02.2012 12:40;423,593;0,816
09.02.2012 12:45;423,654;0,732
09.02.2012 12:50;423,709;0,660
09.02.2012 12:55;423,768;0,708
09.02.2012 13:00;423,823;0,660
09.02.2012 13:05;423,876;0,636
09.02.2012 13:10;423,918;0,504
09.02.2012 13:15;423,960;0,504
09.02.2012 13:20;424,008;0,576
09.02.2012 13:25;424,051;0,516
09.02.2012 13:30;424,088;0,444
09.02.2012 13:35;424,118;0,360
09.02.2012 13:40;424,152;0,408
09.02.2012 13:45;424,192;0,480
09.02.2012 13:50;424,240;0,576
09.02.2012 13:55;424,294;0,648
09.02.2012 14:00;424,352;0,696
09.02.2012 14:05;424,408;0,672
09.02.2012 14:10;424,471;0,756
09.02.2012 14:15;424,541;0,840
09.02.2012 14:20;424,607;0,792
09.02.2012 14:25;424,661;0,648
09.02.2012 14:30;424,699;0,456
09.02.2012 14:35;424,730;0,372
09.02.2012 14:40;424,758;0,336
09.02.2012 14:45;424,800;0,504
09.02.2012 14:50;424,933;1,596
09.02.2012 14:55;425,089;1,872
09.02.2012 15:00;425,166;0,924
