sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100530599;SN: 2100530599
;SB 5000TL-20;SB 5000TL-20
;2100530599;2100530599
;Gesamtertrag;Leistung
;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW
18.03.2012 00:00;900,006;0,000
18.03.2012 00:05;900,006;0,000
18.03.2012 00:10;900,006;0,000
18.03.2012 00:15;900,006;0,000
18.03.2012 00:20;900,006;0,000
18.03.2012 00:25;900,006;0,000
18.03.2012 00:30;900,006;0,000
18.03.2012 00:35;900,006;0,000
18.03.2012 00:40;900,006;0,000
18.03.2012 00:45;900,006;0,000
18.03.2012 00:50;900,006;0,000
18.03.2012 00:55;900,006;0,000
18.03.2012 01:00;900,006;0,000
18.03.2012 01:05;900,006;0,000
18.03.2012 01:10;900,006;0,000
18.03.2012 01:15;900,006;0,000
18.03.2012 01:20;900,006;0,000
18.03.2012 01:25;900,006;0,000
18.03.2012 01:30;900,006;0,000
18.03.2012 01:35;900,006;0,000
18.03.2012 01:40;900,006;0,000
18.03.2012 01:45;900,006;0,000
18.03.2012 01:50;900,006;0,000
18.03.2012 01:55;900,006;0,000
18.03.2012 02:00;900,006;0,000
18.03.2012 02:05;900,006;0,000
18.03.2012 02:10;900,006;0,000
18.03.2012 02:15;900,006;0,000
18.03.2012 02:20;900,006;0,000
18.03.2012 02:25;900,006;0,000
18.03.2012 02:30;900,006;0,000
18.03.2012 02:35;900,006;0,000
18.03.2012 02:40;900,006;0,000
18.03.2012 02:45;900,006;0,000
18.03.2012 02:50;900,006;0,000
18.03.2012 02:55;900,006;0,000
18.03.2012 03:00;900,006;0,000
18.03.2012 03:05;900,006;0,000
18.03.2012 03:10;900,006;0,000
18.03.2012 03:15;900,006;0,000
18.03.2012 03:20;900,006;0,000
18.03.2012 03:25;900,006;0,000
18.03.2012 03:30;900,006;0,000
18.03.2012 03:35;900,006;0,000
18.03.2012 03:40;900,006;0,000
18.03.2012 03:45;900,006;0,000
18.03.2012 03:50;900,006;0,000
18.03.2012 03:55;900,006;0,000
18.03.2012 04:00;900,006;0,000
18.03.2012 04:05;900,006;0,000
18.03.2012 04:10;900,006;0,000
18.03.2012 04:15;900,006;0,000
18.03.2012 04:20;900,006;0,000
18.03.2012 04:25;900,006;0,000
18.03.2012 04:30;900,006;0,000
18.03.2012 04:35;900,006;0,000
18.03.2012 04:40;900,006;0,000
18.03.2012 04:45;900,006;0,000
18.03.2012 04:50;900,006;0,000
18.03.2012 04:55;900,006;0,000
18.03.2012 05:00;900,006;0,000
18.03.2012 05:05;900,006;0,000
18.03.2012 05:10;900,006;0,000
18.03.2012 05:15;900,006;0,000
18.03.2012 05:20;900,006;0,000
18.03.2012 05:25;900,006;0,000
18.03.2012 05:30;900,006;0,000
18.03.2012 05:35;900,006;0,000
18.03.2012 05:40;900,006;0,000
18.03.2012 05:45;900,006;0,000
18.03.2012 05:50;900,006;0,000
18.03.2012 05:55;900,006;0,000
18.03.2012 06:00;900,006;0,000
18.03.2012 06:05;900,006;0,000
18.03.2012 06:10;900,006;0,000
18.03.2012 06:15;900,006;0,000
18.03.2012 06:20;900,006;0,000
18.03.2012 06:25;900,006;0,000
18.03.2012 06:30;900,006;0,000
18.03.2012 06:35;900,006;0,000
18.03.2012 06:40;900,006;0,000
18.03.2012 06:45;900,006;0,000
18.03.2012 06:50;900,006;0,000
18.03.2012 06:55;900,009;0,036
18.03.2012 07:00;900,015;0,072
18.03.2012 07:05;900,023;0,096
18.03.2012 07:10;900,035;0,144
18.03.2012 07:15;900,050;0,180
18.03.2012 07:20;900,068;0,216
18.03.2012 07:25;900,087;0,228
18.03.2012 07:30;900,109;0,264
18.03.2012 07:35;900,132;0,276
18.03.2012 07:40;900,164;0,384
18.03.2012 07:45;900,204;0,480
18.03.2012 07:50;900,250;0,552
18.03.2012 07:55;900,296;0,552
18.03.2012 08:00;900,333;0,444
18.03.2012 08:05;900,359;0,312
18.03.2012 08:10;900,387;0,336
18.03.2012 08:15;900,453;0,792
18.03.2012 08:20;900,553;1,200
18.03.2012 08:25;900,668;1,380
18.03.2012 08:30;900,746;0,936
18.03.2012 08:35;900,805;0,708
18.03.2012 08:40;900,867;0,744
18.03.2012 08:45;900,929;0,744
18.03.2012 08:50;900,992;0,756
18.03.2012 08:55;901,063;0,852
18.03.2012 09:00;901,128;0,780
18.03.2012 09:05;901,189;0,732
18.03.2012 09:10;901,241;0,624
18.03.2012 09:15;901,297;0,672
18.03.2012 09:20;901,374;0,924
18.03.2012 09:25;901,469;1,140
18.03.2012 09:30;901,582;1,356
18.03.2012 09:35;901,752;2,040
18.03.2012 09:40;901,873;1,452
18.03.2012 09:45;902,030;1,884
18.03.2012 09:50;902,125;1,140
18.03.2012 09:55;902,202;0,924
18.03.2012 10:00;902,285;0,996
18.03.2012 10:05;902,474;2,268
18.03.2012 10:10;902,622;1,776
18.03.2012 10:15;902,710;1,056
18.03.2012 10:20;902,787;0,924
18.03.2012 10:25;902,853;0,792
18.03.2012 10:30;902,916;0,756
18.03.2012 10:35;902,976;0,720
18.03.2012 10:40;903,028;0,624
18.03.2012 10:45;903,070;0,504
18.03.2012 10:50;903,120;0,600
18.03.2012 10:55;903,167;0,564
18.03.2012 11:00;903,210;0,516
18.03.2012 11:05;903,275;0,780
18.03.2012 11:10;903,383;1,296
18.03.2012 11:15;903,609;2,712
18.03.2012 11:20;903,813;2,448
18.03.2012 11:25;903,946;1,596
18.03.2012 11:30;904,030;1,008
18.03.2012 11:35;904,114;1,008
18.03.2012 11:40;904,206;1,104
18.03.2012 11:45;904,275;0,828
18.03.2012 11:50;904,324;0,588
18.03.2012 11:55;904,366;0,504
18.03.2012 12:00;904,430;0,768
18.03.2012 12:05;904,519;1,068
18.03.2012 12:10;904,594;0,900
18.03.2012 12:15;904,696;1,224
18.03.2012 12:20;904,757;0,732
18.03.2012 12:25;904,794;0,444
18.03.2012 12:30;904,850;0,672
18.03.2012 12:35;904,897;0,564
18.03.2012 12:40;904,915;0,216
18.03.2012 12:45;904,939;0,288
18.03.2012 12:50;904,956;0,204
18.03.2012 12:55;904,978;0,264
18.03.2012 13:00;904,999;0,252
18.03.2012 13:05;905,017;0,216
18.03.2012 13:10;905,037;0,240
18.03.2012 13:15;905,056;0,228
18.03.2012 13:20;905,071;0,180
18.03.2012 13:25;905,088;0,204
18.03.2012 13:30;905,110;0,264
18.03.2012 13:35;905,138;0,336
18.03.2012 13:40;905,172;0,408
18.03.2012 13:45;905,206;0,408
18.03.2012 13:50;905,246;0,480
18.03.2012 13:55;905,273;0,324
18.03.2012 14:00;905,296;0,276
18.03.2012 14:05;905,317;0,252
18.03.2012 14:10;905,337;0,240
18.03.2012 14:15;905,363;0,312
18.03.2012 14:20;905,394;0,372
18.03.2012 14:25;905,422;0,336
18.03.2012 14:30;905,448;0,312
18.03.2012 14:35;905,486;0,456
18.03.2012 14:40;905,508;0,264
18.03.2012 14:45;905,526;0,216
18.03.2012 14:50;905,543;0,204
18.03.2012 14:55;905,557;0,168
18.03.2012 15:00;905,571;0,168
