sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100530599;SN: 2100530599
;SB 5000TL-20;SB 5000TL-20
;2100530599;2100530599
;Gesamtertrag;Leistung
;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW
19.03.2012 00:00;905,812;0,000
19.03.2012 00:05;905,812;0,000
19.03.2012 00:10;905,812;0,000
19.03.2012 00:15;905,812;0,000
19.03.2012 00:20;905,812;0,000
19.03.2012 00:25;905,812;0,000
19.03.2012 00:30;905,812;0,000
19.03.2012 00:35;905,812;0,000
19.03.2012 00:40;905,812;0,000
19.03.2012 00:45;905,812;0,000
19.03.2012 00:50;905,812;0,000
19.03.2012 00:55;905,812;0,000
19.03.2012 01:00;905,812;0,000
19.03.2012 01:05;905,812;0,000
19.03.2012 01:10;905,812;0,000
19.03.2012 01:15;905,812;0,000
19.03.2012 01:20;905,812;0,000
19.03.2012 01:25;905,812;0,000
19.03.2012 01:30;905,812;0,000
19.03.2012 01:35;905,812;0,000
19.03.2012 01:40;905,812;0,000
19.03.2012 01:45;905,812;0,000
19.03.2012 01:50;905,812;0,000
19.03.2012 01:55;905,812;0,000
19.03.2012 02:00;905,812;0,000
19.03.2012 02:05;905,812;0,000
19.03.2012 02:10;905,812;0,000
19.03.2012 02:15;905,812;0,000
19.03.2012 02:20;905,812;0,000
19.03.2012 02:25;905,812;0,000
19.03.2012 02:30;905,812;0,000
19.03.2012 02:35;905,812;0,000
19.03.2012 02:40;905,812;0,000
19.03.2012 02:45;905,812;0,000
19.03.2012 02:50;905,812;0,000
19.03.2012 02:55;905,812;0,000
19.03.2012 03:00;905,812;0,000
19.03.2012 03:05;905,812;0,000
19.03.2012 03:10;905,812;0,000
19.03.2012 03:15;905,812;0,000
19.03.2012 03:20;905,812;0,000
19.03.2012 03:25;905,812;0,000
19.03.2012 03:30;905,812;0,000
19.03.2012 03:35;905,812;0,000
19.03.2012 03:40;905,812;0,000
19.03.2012 03:45;905,812;0,000
19.03.2012 03:50;905,812;0,000
19.03.2012 03:55;905,812;0,000
19.03.2012 04:00;905,812;0,000
19.03.2012 04:05;905,812;0,000
19.03.2012 04:10;905,812;0,000
19.03.2012 04:15;905,812;0,000
19.03.2012 04:20;905,812;0,000
19.03.2012 04:25;905,812;0,000
19.03.2012 04:30;905,812;0,000
19.03.2012 04:35;905,812;0,000
19.03.2012 04:40;905,812;0,000
19.03.2012 04:45;905,812;0,000
19.03.2012 04:50;905,812;0,000
19.03.2012 04:55;905,812;0,000
19.03.2012 05:00;905,812;0,000
19.03.2012 05:05;905,812;0,000
19.03.2012 05:10;905,812;0,000
19.03.2012 05:15;905,812;0,000
19.03.2012 05:20;905,812;0,000
19.03.2012 05:25;905,812;0,000
19.03.2012 05:30;905,812;0,000
19.03.2012 05:35;905,812;0,000
19.03.2012 05:40;905,812;0,000
19.03.2012 05:45;905,812;0,000
19.03.2012 05:50;905,812;0,000
19.03.2012 05:55;905,812;0,000
19.03.2012 06:00;905,812;0,000
19.03.2012 06:05;905,812;0,000
19.03.2012 06:10;905,812;0,000
19.03.2012 06:15;905,812;0,000
19.03.2012 06:20;905,812;0,000
19.03.2012 06:25;905,812;0,000
19.03.2012 06:30;905,812;0,000
19.03.2012 06:35;905,812;0,000
19.03.2012 06:40;905,812;0,000
19.03.2012 06:45;905,812;0,000
19.03.2012 06:50;905,812;0,000
19.03.2012 06:55;905,812;0,000
19.03.2012 07:00;905,812;0,000
19.03.2012 07:05;905,812;0,000
19.03.2012 07:10;905,812;0,000
19.03.2012 07:15;905,812;0,000
19.03.2012 07:20;905,812;0,000
19.03.2012 07:25;905,812;0,000
19.03.2012 07:30;905,813;0,012
19.03.2012 07:35;905,816;0,036
19.03.2012 07:40;905,823;0,084
19.03.2012 07:45;905,834;0,132
19.03.2012 07:50;905,848;0,168
19.03.2012 07:55;905,859;0,132
19.03.2012 08:00;905,869;0,120
19.03.2012 08:05;905,876;0,084
19.03.2012 08:10;905,884;0,096
19.03.2012 08:15;905,889;0,060
19.03.2012 08:20;905,898;0,108
19.03.2012 08:25;905,909;0,132
19.03.2012 08:30;905,920;0,132
19.03.2012 08:35;905,935;0,180
19.03.2012 08:40;905,946;0,132
19.03.2012 08:45;905,960;0,168
19.03.2012 08:50;905,977;0,204
19.03.2012 08:55;905,994;0,204
19.03.2012 09:00;906,013;0,228
19.03.2012 09:05;906,038;0,300
19.03.2012 09:10;906,063;0,300
19.03.2012 09:15;906,093;0,360
19.03.2012 09:20;906,123;0,360
19.03.2012 09:25;906,141;0,216
19.03.2012 09:30;906,162;0,252
19.03.2012 09:35;906,178;0,192
19.03.2012 09:40;906,206;0,336
19.03.2012 09:45;906,245;0,468
19.03.2012 09:50;906,279;0,408
19.03.2012 09:55;906,337;0,696
19.03.2012 10:00;906,405;0,816
19.03.2012 10:05;906,487;0,984
19.03.2012 10:10;906,566;0,948
19.03.2012 10:15;906,623;0,684
19.03.2012 10:20;906,669;0,552
19.03.2012 10:25;906,713;0,528
19.03.2012 10:30;906,773;0,720
19.03.2012 10:35;906,862;1,068
19.03.2012 10:40;907,034;2,064
19.03.2012 10:45;907,165;1,572
19.03.2012 10:50;907,315;1,800
19.03.2012 10:55;907,593;3,336
19.03.2012 11:00;907,791;2,376
19.03.2012 11:05;908,012;2,652
19.03.2012 11:10;908,286;3,288
19.03.2012 11:15;908,495;2,508
19.03.2012 11:20;908,592;1,164
19.03.2012 11:25;908,650;0,696
19.03.2012 11:30;908,699;0,588
19.03.2012 11:35;908,755;0,672
19.03.2012 11:40;908,799;0,528
19.03.2012 11:45;908,841;0,504
19.03.2012 11:50;908,887;0,552
19.03.2012 11:55;908,931;0,528
19.03.2012 12:00;908,982;0,612
19.03.2012 12:05;909,046;0,768
19.03.2012 12:10;909,117;0,852
19.03.2012 12:15;909,433;3,792
19.03.2012 12:20;909,815;4,584
19.03.2012 12:25;910,182;4,404
19.03.2012 12:30;910,459;3,324
19.03.2012 12:35;910,841;4,584
19.03.2012 12:40;910,996;1,860
19.03.2012 12:45;911,365;4,428
19.03.2012 12:50;911,662;3,564
19.03.2012 12:55;911,884;2,664
19.03.2012 13:00;911,952;0,816
19.03.2012 13:05;912,001;0,588
19.03.2012 13:10;912,044;0,516
19.03.2012 13:15;912,085;0,492
19.03.2012 13:20;912,129;0,528
19.03.2012 13:25;912,183;0,648
19.03.2012 13:30;912,248;0,780
19.03.2012 13:35;912,314;0,792
19.03.2012 13:40;912,366;0,624
19.03.2012 13:45;912,424;0,696
19.03.2012 13:50;912,494;0,840
19.03.2012 13:55;912,558;0,768
19.03.2012 14:00;912,607;0,588
19.03.2012 14:05;912,636;0,348
19.03.2012 14:10;912,657;0,252
19.03.2012 14:15;912,683;0,312
19.03.2012 14:20;912,709;0,312
19.03.2012 14:25;912,735;0,312
19.03.2012 14:30;912,764;0,348
19.03.2012 14:35;912,794;0,360
19.03.2012 14:40;912,824;0,360
19.03.2012 14:45;912,856;0,384
19.03.2012 14:50;912,892;0,432
19.03.2012 14:55;912,931;0,468
19.03.2012 15:00;912,978;0,564
