sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100530599;SN: 2100530599
;SB 5000TL-20;SB 5000TL-20
;2100530599;2100530599
;Gesamtertrag;Leistung
;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW
07.04.2012 00:00;1325,936;0,000
07.04.2012 00:05;1325,936;0,000
07.04.2012 00:10;1325,936;0,000
07.04.2012 00:15;1325,936;0,000
07.04.2012 00:20;1325,936;0,000
07.04.2012 00:25;1325,936;0,000
07.04.2012 00:30;1325,936;0,000
07.04.2012 00:35;1325,936;0,000
07.04.2012 00:40;1325,936;0,000
07.04.2012 00:45;1325,936;0,000
07.04.2012 00:50;1325,936;0,000
07.04.2012 00:55;1325,936;0,000
07.04.2012 01:00;1325,936;0,000
07.04.2012 01:05;1325,936;0,000
07.04.2012 01:10;1325,936;0,000
07.04.2012 01:15;1325,936;0,000
07.04.2012 01:20;1325,936;0,000
07.04.2012 01:25;1325,936;0,000
07.04.2012 01:30;1325,936;0,000
07.04.2012 01:35;1325,936;0,000
07.04.2012 01:40;1325,936;0,000
07.04.2012 01:45;1325,936;0,000
07.04.2012 01:50;1325,936;0,000
07.04.2012 01:55;1325,936;0,000
07.04.2012 02:00;1325,936;0,000
07.04.2012 02:05;1325,936;0,000
07.04.2012 02:10;1325,936;0,000
07.04.2012 02:15;1325,936;0,000
07.04.2012 02:20;1325,936;0,000
07.04.2012 02:25;1325,936;0,000
07.04.2012 02:30;1325,936;0,000
07.04.2012 02:35;1325,936;0,000
07.04.2012 02:40;1325,936;0,000
07.04.2012 02:45;1325,936;0,000
07.04.2012 02:50;1325,936;0,000
07.04.2012 02:55;1325,936;0,000
07.04.2012 03:00;1325,936;0,000
07.04.2012 03:05;1325,936;0,000
07.04.2012 03:10;1325,936;0,000
07.04.2012 03:15;1325,936;0,000
07.04.2012 03:20;1325,936;0,000
07.04.2012 03:25;1325,936;0,000
07.04.2012 03:30;1325,936;0,000
07.04.2012 03:35;1325,936;0,000
07.04.2012 03:40;1325,936;0,000
07.04.2012 03:45;1325,936;0,000
07.04.2012 03:50;1325,936;0,000
07.04.2012 03:55;1325,936;0,000
07.04.2012 04:00;1325,936;0,000
07.04.2012 04:05;1325,936;0,000
07.04.2012 04:10;1325,936;0,000
07.04.2012 04:15;1325,936;0,000
07.04.2012 04:20;1325,936;0,000
07.04.2012 04:25;1325,936;0,000
07.04.2012 04:30;1325,936;0,000
07.04.2012 04:35;1325,936;0,000
07.04.2012 04:40;1325,936;0,000
07.04.2012 04:45;1325,936;0,000
07.04.2012 04:50;1325,936;0,000
07.04.2012 04:55;1325,936;0,000
07.04.2012 05:00;1325,936;0,000
07.04.2012 05:05;1325,936;0,000
07.04.2012 05:10;1325,936;0,000
07.04.2012 05:15;1325,936;0,000
07.04.2012 05:20;1325,936;0,000
07.04.2012 05:25;1325,936;0,000
07.04.2012 05:30;1325,936;0,000
07.04.2012 05:35;1325,936;0,000
07.04.2012 05:40;1325,936;0,000
07.04.2012 05:45;1325,936;0,000
07.04.2012 05:50;1325,936;0,000
07.04.2012 05:55;1325,936;0,000
07.04.2012 06:00;1325,936;0,000
07.04.2012 06:05;1325,936;0,000
07.04.2012 06:10;1325,936;0,000
07.04.2012 06:15;1325,936;0,000
07.04.2012 06:20;1325,936;0,000
07.04.2012 06:25;1325,936;0,000
07.04.2012 06:30;1325,936;0,000
07.04.2012 06:35;1325,936;0,000
07.04.2012 06:40;1325,936;0,000
07.04.2012 06:45;1325,936;0,000
07.04.2012 06:50;1325,936;0,000
07.04.2012 06:55;1325,936;0,000
07.04.2012 07:00;1325,936;0,000
07.04.2012 07:05;1325,936;0,000
07.04.2012 07:10;1325,936;0,000
07.04.2012 07:15;1325,936;0,000
07.04.2012 07:20;1325,936;0,000
07.04.2012 07:25;1325,937;0,012
07.04.2012 07:30;1325,941;0,048
07.04.2012 07:35;1325,947;0,072
07.04.2012 07:40;1325,953;0,072
07.04.2012 07:45;1325,960;0,084
07.04.2012 07:50;1325,968;0,096
07.04.2012 07:55;1325,979;0,132
07.04.2012 08:00;1325,991;0,144
07.04.2012 08:05;1326,003;0,144
07.04.2012 08:10;1326,013;0,120
07.04.2012 08:15;1326,024;0,132
07.04.2012 08:20;1326,036;0,144
07.04.2012 08:25;1326,051;0,180
07.04.2012 08:30;1326,067;0,192
07.04.2012 08:35;1326,084;0,204
07.04.2012 08:40;1326,103;0,228
07.04.2012 08:45;1326,125;0,264
07.04.2012 08:50;1326,148;0,276
07.04.2012 08:55;1326,175;0,324
07.04.2012 09:00;1326,203;0,336
07.04.2012 09:05;1326,235;0,384
07.04.2012 09:10;1326,262;0,324
07.04.2012 09:15;1326,288;0,312
07.04.2012 09:20;1326,314;0,312
07.04.2012 09:25;1326,342;0,336
07.04.2012 09:30;1326,376;0,408
07.04.2012 09:35;1326,411;0,420
07.04.2012 09:40;1326,442;0,372
07.04.2012 09:45;1326,469;0,324
07.04.2012 09:50;1326,501;0,384
07.04.2012 09:55;1326,534;0,396
07.04.2012 10:00;1326,567;0,396
07.04.2012 10:05;1326,602;0,420
07.04.2012 10:10;1326,645;0,516
07.04.2012 10:15;1326,691;0,552
07.04.2012 10:20;1326,746;0,660
07.04.2012 10:25;1326,817;0,852
07.04.2012 10:30;1326,892;0,900
07.04.2012 10:35;1327,023;1,572
07.04.2012 10:40;1327,234;2,532
07.04.2012 10:45;1327,388;1,848
07.04.2012 10:50;1327,556;2,016
07.04.2012 10:55;1327,778;2,664
07.04.2012 11:00;1327,959;2,172
07.04.2012 11:05;1328,093;1,608
07.04.2012 11:10;1328,210;1,404
07.04.2012 11:15;1328,311;1,212
07.04.2012 11:20;1328,395;1,008
07.04.2012 11:25;1328,458;0,756
07.04.2012 11:30;1328,510;0,624
07.04.2012 11:35;1328,567;0,684
07.04.2012 11:40;1328,624;0,684
07.04.2012 11:45;1328,701;0,924
07.04.2012 11:50;1328,779;0,936
07.04.2012 11:55;1328,851;0,864
07.04.2012 12:00;1328,926;0,900
07.04.2012 12:05;1328,992;0,792
07.04.2012 12:10;1329,051;0,708
07.04.2012 12:15;1329,124;0,876
07.04.2012 12:20;1329,193;0,828
07.04.2012 12:25;1329,239;0,552
07.04.2012 12:30;1329,303;0,768
07.04.2012 12:35;1329,374;0,852
07.04.2012 12:40;1329,456;0,984
07.04.2012 12:45;1329,525;0,828
07.04.2012 12:50;1329,611;1,032
07.04.2012 12:55;1329,723;1,344
07.04.2012 13:00;1329,825;1,224
07.04.2012 13:05;1329,988;1,956
07.04.2012 13:10;1330,180;2,304
07.04.2012 13:15;1330,309;1,548
07.04.2012 13:20;1330,411;1,224
07.04.2012 13:25;1330,542;1,572
07.04.2012 13:30;1330,719;2,124
07.04.2012 13:35;1330,926;2,484
07.04.2012 13:40;1331,023;1,164
07.04.2012 13:45;1331,105;0,984
07.04.2012 13:50;1331,206;1,212
07.04.2012 13:55;1331,258;0,624
07.04.2012 14:00;1331,296;0,456
07.04.2012 14:05;1331,326;0,360
07.04.2012 14:10;1331,354;0,336
07.04.2012 14:15;1331,393;0,468
