sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3

;SN: 2100530599;SN: 2100530599
;SB 5000TL-20;SB 5000TL-20
;2100530599;2100530599
;Gesamtertrag;Leistung
;Counter;Analog
dd.MM.yyyy HH:mm;kWh;kW
28.03.2012 00:00;1149,203;0,000
28.03.2012 00:05;1149,203;0,000
28.03.2012 00:10;1149,203;0,000
28.03.2012 00:15;1149,203;0,000
28.03.2012 00:20;1149,203;0,000
28.03.2012 00:25;1149,203;0,000
28.03.2012 00:30;1149,203;0,000
28.03.2012 00:35;1149,203;0,000
28.03.2012 00:40;1149,203;0,000
28.03.2012 00:45;1149,203;0,000
28.03.2012 00:50;1149,203;0,000
28.03.2012 00:55;1149,203;0,000
28.03.2012 01:00;1149,203;0,000
28.03.2012 01:05;1149,203;0,000
28.03.2012 01:10;1149,203;0,000
28.03.2012 01:15;1149,203;0,000
28.03.2012 01:20;1149,203;0,000
28.03.2012 01:25;1149,203;0,000
28.03.2012 01:30;1149,203;0,000
28.03.2012 01:35;1149,203;0,000
28.03.2012 01:40;1149,203;0,000
28.03.2012 01:45;1149,203;0,000
28.03.2012 01:50;1149,203;0,000
28.03.2012 01:55;1149,203;0,000
28.03.2012 02:00;1149,203;0,000
28.03.2012 02:05;1149,203;0,000
28.03.2012 02:10;1149,203;0,000
28.03.2012 02:15;1149,203;0,000
28.03.2012 02:20;1149,203;0,000
28.03.2012 02:25;1149,203;0,000
28.03.2012 02:30;1149,203;0,000
28.03.2012 02:35;1149,203;0,000
28.03.2012 02:40;1149,203;0,000
28.03.2012 02:45;1149,203;0,000
28.03.2012 02:50;1149,203;0,000
28.03.2012 02:55;1149,203;0,000
28.03.2012 03:00;1149,203;0,000
28.03.2012 03:05;1149,203;0,000
28.03.2012 03:10;1149,203;0,000
28.03.2012 03:15;1149,203;0,000
28.03.2012 03:20;1149,203;0,000
28.03.2012 03:25;1149,203;0,000
28.03.2012 03:30;1149,203;0,000
28.03.2012 03:35;1149,203;0,000
28.03.2012 03:40;1149,203;0,000
28.03.2012 03:45;1149,203;0,000
28.03.2012 03:50;1149,203;0,000
28.03.2012 03:55;1149,203;0,000
28.03.2012 04:00;1149,203;0,000
28.03.2012 04:05;1149,203;0,000
28.03.2012 04:10;1149,203;0,000
28.03.2012 04:15;1149,203;0,000
28.03.2012 04:20;1149,203;0,000
28.03.2012 04:25;1149,203;0,000
28.03.2012 04:30;1149,203;0,000
28.03.2012 04:35;1149,203;0,000
28.03.2012 04:40;1149,203;0,000
28.03.2012 04:45;1149,203;0,000
28.03.2012 04:50;1149,203;0,000
28.03.2012 04:55;1149,203;0,000
28.03.2012 05:00;1149,203;0,000
28.03.2012 05:05;1149,203;0,000
28.03.2012 05:10;1149,203;0,000
28.03.2012 05:15;1149,203;0,000
28.03.2012 05:20;1149,203;0,000
28.03.2012 05:25;1149,203;0,000
28.03.2012 05:30;1149,203;0,000
28.03.2012 05:35;1149,203;0,000
28.03.2012 05:40;1149,203;0,000
28.03.2012 05:45;1149,203;0,000
28.03.2012 05:50;1149,203;0,000
28.03.2012 05:55;1149,203;0,000
28.03.2012 06:00;1149,203;0,000
28.03.2012 06:05;1149,203;0,000
28.03.2012 06:10;1149,203;0,000
28.03.2012 06:15;1149,203;0,000
28.03.2012 06:20;1149,203;0,000
28.03.2012 06:25;1149,203;0,000
28.03.2012 06:30;1149,203;0,000
28.03.2012 06:35;1149,203;0,000
28.03.2012 06:40;1149,203;0,000
28.03.2012 06:45;1149,203;0,000
28.03.2012 06:50;1149,203;0,000
28.03.2012 06:55;1149,203;0,000
28.03.2012 07:00;1149,203;0,000
28.03.2012 07:05;1149,203;0,000
28.03.2012 07:10;1149,203;0,000
28.03.2012 07:15;1149,203;0,000
28.03.2012 07:20;1149,203;0,000
28.03.2012 07:25;1149,204;0,012
28.03.2012 07:30;1149,207;0,036
28.03.2012 07:35;1149,211;0,048
28.03.2012 07:40;1149,216;0,060
28.03.2012 07:45;1149,223;0,084
28.03.2012 07:50;1149,231;0,096
28.03.2012 07:55;1149,242;0,132
28.03.2012 08:00;1149,255;0,156
28.03.2012 08:05;1149,271;0,192
28.03.2012 08:10;1149,289;0,216
28.03.2012 08:15;1149,308;0,228
28.03.2012 08:20;1149,331;0,276
28.03.2012 08:25;1149,355;0,288
28.03.2012 08:30;1149,382;0,324
28.03.2012 08:35;1149,412;0,360
28.03.2012 08:40;1149,450;0,456
28.03.2012 08:45;1149,497;0,564
28.03.2012 08:50;1149,554;0,684
28.03.2012 08:55;1149,620;0,792
28.03.2012 09:00;1149,696;0,912
28.03.2012 09:05;1149,782;1,032
28.03.2012 09:10;1149,877;1,140
28.03.2012 09:15;1149,984;1,284
28.03.2012 09:20;1150,101;1,404
28.03.2012 09:25;1150,226;1,500
28.03.2012 09:30;1150,361;1,620
28.03.2012 09:35;1150,506;1,740
28.03.2012 09:40;1150,659;1,836
28.03.2012 09:45;1150,819;1,920
28.03.2012 09:50;1150,987;2,016
28.03.2012 09:55;1151,165;2,136
28.03.2012 10:00;1151,351;2,232
28.03.2012 10:05;1151,546;2,340
28.03.2012 10:10;1151,750;2,448
28.03.2012 10:15;1151,963;2,556
28.03.2012 10:20;1152,183;2,640
28.03.2012 10:25;1152,410;2,724
28.03.2012 10:30;1152,643;2,796
28.03.2012 10:35;1152,876;2,796
28.03.2012 10:40;1153,121;2,940
28.03.2012 10:45;1153,374;3,036
28.03.2012 10:50;1153,632;3,096
28.03.2012 10:55;1153,898;3,192
28.03.2012 11:00;1154,166;3,216
28.03.2012 11:05;1154,430;3,168
28.03.2012 11:10;1154,698;3,216
28.03.2012 11:15;1154,972;3,288
28.03.2012 11:20;1155,247;3,300
28.03.2012 11:25;1155,533;3,432
28.03.2012 11:30;1155,830;3,564
28.03.2012 11:35;1156,126;3,552
28.03.2012 11:40;1156,428;3,624
28.03.2012 11:45;1156,736;3,696
28.03.2012 11:50;1157,051;3,780
28.03.2012 11:55;1157,370;3,828
28.03.2012 12:00;1157,690;3,840
28.03.2012 12:05;1158,017;3,924
28.03.2012 12:10;1158,341;3,888
28.03.2012 12:15;1158,672;3,972
28.03.2012 12:20;1159,007;4,020
28.03.2012 12:25;1159,347;4,080
28.03.2012 12:30;1159,686;4,068
28.03.2012 12:35;1160,029;4,116
28.03.2012 12:40;1160,374;4,140
28.03.2012 12:45;1160,720;4,152
28.03.2012 12:50;1161,071;4,212
28.03.2012 12:55;1161,423;4,224
28.03.2012 13:00;1161,778;4,260
28.03.2012 13:05;1162,131;4,236
28.03.2012 13:10;1162,482;4,212
28.03.2012 13:15;1162,836;4,248
28.03.2012 13:20;1163,187;4,212
28.03.2012 13:25;1163,543;4,272
28.03.2012 13:30;1163,896;4,236
28.03.2012 13:35;1164,246;4,200
28.03.2012 13:40;1164,602;4,272
28.03.2012 13:45;1164,961;4,308
28.03.2012 13:50;1165,317;4,272
28.03.2012 13:55;1165,676;4,308
28.03.2012 14:00;1166,031;4,260
28.03.2012 14:05;1166,386;4,260
28.03.2012 14:10;1166,738;4,224
28.03.2012 14:15;1167,087;4,188
